	param_00	param_01	param_02	param_03	param_04	param_05	param_06	param_07	param_08	param_09	param_10	param_11	param_12	param_13	param_14	param_15	param_16	param_17	param_18	param_19
000272.txt	300.03	0.11999999999999988	300.02000000000004	400	400	166.01000000000002	0.79	0.30999999999999983	18.42	2.4899999999999998	6.67	2.9999999999999996	0.8500000000000001	2.33	13.05	4.109999999999999	2.8600000000000003	300.02000000000004	300.01	0.1299999999999999
000273.txt	83.21000000000001	0.17999999999999994	300.03000000000003	400	300.01000000000005	40.510000000000005	0.41999999999999993	0.30000000000000004	400	1.0399999999999998	10.04	3.5200000000000005	400	300.03000000000003	7.26	0.18999999999999995	2.7600000000000002	300.02000000000004	400	300.01
000274.txt	10.82	7.470000000000001	300.03000000000003	400	400	88.73	0.25	0.30000000000000004	0.07000000000000006	6.5	12.950000000000001	4.319999999999999	0.79	5.91	9.13	0.06999999999999995	3.6700000000000004	300.02	300.03	0.09000000000000008
000275.txt	400	4.34	300.03000000000003	400	300.03	142.55	6.930000000000001	1.7	300.02000000000004	32.42	11.39	400	400	300.03	17.27	41.71	6.99	300.03	300.03	300.01
000276.txt	400	3.94	300.03	400	400	145.76000000000002	0.6199999999999999	0.28	300.02000000000004	2.52	11.65	400	0.79	300.02000000000004	8.260000000000002	1.8999999999999997	0.15000000000000013	300.02	300.01	0.09000000000000008
000277.txt	300.02	0.25	300.03000000000003	400	300.02	300.02000000000004	13.040000000000001	0.3899999999999999	300.01	43.18	13.200000000000001	400	400	300.02	400	20.9	2.4699999999999998	300.02000000000004	300.02000000000004	64.45
000278.txt	400	2.3500000000000005	300.02000000000004	400	300.01000000000005	300.02000000000004	9.370000000000001	1.79	300.02000000000004	2.8500000000000005	9.23	400	400	300.04	12.43	3.59	1.8199999999999998	300.01	300.02	300.02
000279.txt	33.410000000000004	0.24	300.02	400	400	172.99	39.239999999999995	0.2799999999999999	300.02	1.9999999999999998	6.39	2.4400000000000004	400	300.03000000000003	11.18	0.3400000000000001	2.84	300.02	300.01	300.01
000280.txt	7.7	0.1299999999999999	300.03000000000003	400	17.61	87.09	0.8899999999999999	0.3400000000000001	0.09999999999999987	6.42	6.4399999999999995	89.64999999999999	1.22	2.38	6.39	0.21999999999999997	2.26	300.02000000000004	300.01	0.2100000000000002
000281.txt	103.13	0.13000000000000012	300.02	400	300.01	44.32	0.27	0.3500000000000001	10.370000000000001	2.2	6.56	2.8999999999999995	0.8500000000000001	300.03000000000003	12.879999999999999	0.09000000000000008	2.21	300.03	300.02	0.15000000000000013
000282.txt	300.02000000000004	0.27	300.03	400	300.01	300.02	0.43000000000000016	0.41000000000000014	212.72	2.39	8.34	86.67	0.9800000000000002	400	12.14	400	2.35	300.02000000000004	300.03000000000003	0.31000000000000005
000283.txt	29.98	2.51	300.02000000000004	400	300.01	47.11	0.24	0.2999999999999998	7.999999999999999	2.53	6.05	13.51	0.8099999999999998	300.02	0.3599999999999999	0.06999999999999984	2.66	300.02	300.02000000000004	0.25
000284.txt	4.94	0.08999999999999986	300.04	400	400	213.03	0.44999999999999996	0.20999999999999996	12.18	4.69	7.359999999999999	2.5500000000000003	0.79	2.91	0.3999999999999999	0.06000000000000005	2.45	300.03	300.01	0.1100000000000001
000285.txt	105.14	0.22999999999999998	300.03000000000003	400	300.01	142.53	0.51	0.43999999999999995	300.02	2.67	12.370000000000001	400	1.43	300.03	14.07	52.65	5.1899999999999995	300.02000000000004	300.01	40.89
000286.txt	73.85	0.22999999999999998	300.03000000000003	400	400	195.91	18.07	0.29000000000000004	400	2.3499999999999996	8.26	21.1	1.3300000000000003	2.24	8.04	0.18999999999999995	1.8399999999999999	300.01000000000005	400	1.6999999999999997
000287.txt	150.8	2.34	300.02	400	300.04	101.83	0.40000000000000013	0.34999999999999987	12.11	2.59	7.180000000000001	2.59	1.3599999999999999	300.03	52.629999999999995	0.19999999999999996	2.24	300.02	300.02	0.16999999999999993
000288.txt	400	7.38	300.03000000000003	400	400	172.43	0.18999999999999995	0.31999999999999984	17.150000000000002	3.45	12.74	6.09	0.77	6.5600000000000005	11.08	15.889999999999999	5.0200000000000005	300.02000000000004	300.01	33.12
000289.txt	400	7.279999999999999	300.03000000000003	400	400	146.26000000000002	13.12	0.21999999999999997	300.02	2.16	6.28	2.45	400	300.02000000000004	66.32	7.530000000000001	0.04999999999999993	300.01	300.01	0.1200000000000001
000290.txt	300.02	0.1100000000000001	300.04	400	300.02000000000004	110.01	0.16000000000000003	62.92	300.02000000000004	2.86	6.14	146.69	25.71	300.03000000000003	9.82	10.75	0.51	300.02000000000004	300.01	31.439999999999998
000291.txt	400	2.59	300.02	400	11.45	74.92	0.2200000000000002	0.33999999999999986	300.02	2.29	7.51	151.84	0.81	300.02000000000004	32.809999999999995	1.43	0.07000000000000006	300.02	300.03999999999996	24.68
000292.txt	400	3.7300000000000004	300.03	400	300.03	133.66	7.99	1.1500000000000001	300.01	3.38	7.959999999999999	400	400	300.03	13.41	3.9	3.7600000000000007	300.01	300.02000000000004	90.91
000293.txt	95.08	0.8	300.02000000000004	400	300.02000000000004	110.83	7.83	0.43999999999999995	300.02000000000004	2.83	8.63	400	400	300.06	21.290000000000003	38.94	3.6500000000000004	300.02	300.01000000000005	300.01
000294.txt	87.78999999999999	0.17999999999999994	300.03	400	300.01	185.35999999999999	7.570000000000001	0.3600000000000001	300.02	2.2	7.420000000000001	127.42	0.9600000000000002	300.02000000000004	52.23	1.5299999999999998	0.06000000000000005	300.01	300.02000000000004	0.29000000000000004
000295.txt	24.79	0.040000000000000036	300.03	400	300.01	121.83	0.32999999999999996	0.88	71.89999999999999	2.14	7.66	2.34	400	400	43.25	0.78	0.54	300.01000000000005	300.02000000000004	35.440000000000005
000296.txt	22.419999999999998	0.19999999999999996	300.02	400	300.01000000000005	76.47	0.34999999999999987	0.43999999999999995	300.02000000000004	2.58	7.74	3.1799999999999997	1.33	0.20999999999999996	8.01	0.22999999999999998	2.6100000000000003	300.02000000000004	300.02	45.72
000297.txt	400	4.43	300.03000000000003	400	300.03000000000003	101.19	19.14	0.26	300.02	2.52	5.83	400	1.4700000000000002	300.03	90.97999999999999	1.3	0.1399999999999999	300.01	300.02	0.22999999999999998
000298.txt	400	6.7700000000000005	300.03	400	300.02000000000004	212.24	0.11999999999999988	0.26	0.07000000000000006	2.89	6.45	2.42	0.9199999999999999	2.29	11.4	0.07000000000000006	2.12	300.02	300.01	0.10000000000000009
000299.txt	300.03	0.3900000000000001	300.03	400	400	300.02000000000004	22.74	88.55000000000001	275.2	5.61	12.81	400	400	300.02	96.36	14.96	0.21999999999999997	300.01	300.02	300.02
000300.txt	29.700000000000003	0.10000000000000009	300.02	400	400	242.8	0.18000000000000005	0.20000000000000007	15.530000000000001	3.46	11.93	126.77	1.02	300.02000000000004	6.33	5.61	0.3699999999999999	300.02	300.02	0.10000000000000009
000301.txt	300.02	0.1399999999999999	300.03000000000003	400	400	264.97999999999996	36.93	0.2500000000000001	233.06	16.32	10.0	400	1.04	300.02000000000004	6.78	1.18	0.9299999999999999	300.03	300.02	300.01
000302.txt	3.6300000000000003	0.10999999999999988	300.02	400	400	36.23	0.55	0.30000000000000004	23.150000000000002	2.87	8.2	9.450000000000001	1.0799999999999998	4.26	8.38	6.0200000000000005	2.9899999999999998	300.02	400	0.6499999999999999
000303.txt	300.01	2.6199999999999997	300.03000000000003	400	300.02	147.48000000000002	0.1299999999999999	0.2499999999999999	171.81	2.33	7.42	400	1.3399999999999999	300.02	98.85000000000001	4.63	0.1399999999999999	300.01	300.01	3.0700000000000003
000304.txt	400	0.48	300.03000000000003	400	300.08000000000004	247.17	13.459999999999999	2.21	300.02	25.15	11.149999999999999	400	400	300.02	14.85	64.14999999999999	6.03	300.02000000000004	300.02	140.62
000305.txt	7.03	0.18999999999999995	300.03000000000003	400	300.02000000000004	72.10000000000001	0.5	0.3999999999999999	300.03	2.7899999999999996	8.01	30.68	1.3100000000000003	300.03999999999996	33.809999999999995	0.21999999999999997	2.92	300.02000000000004	300.01	0.18999999999999995
000306.txt	300.02000000000004	0.040000000000000036	300.02	400	15.509999999999998	44.97	0.32000000000000006	0.15999999999999992	282.51	2.67	6.4399999999999995	2.45	0.8400000000000001	2.5999999999999996	9.36	0.06000000000000005	2.26	300.01000000000005	300.01	0.09999999999999998
000307.txt	400	1.25	300.03	400	400	276.28000000000003	0.8299999999999998	2.19	300.02	6.4399999999999995	12.030000000000001	400	45.8	300.03000000000003	10.780000000000001	30.64	1.42	300.02000000000004	300.02000000000004	181.07999999999998
000308.txt	400	2.8600000000000003	300.02	400	300.02	91.34	0.22999999999999987	0.19000000000000006	9.07	1.94	6.45	28.68	0.9999999999999999	2.27	103.6	3.37	2.26	300.02	300.02	0.07000000000000006
000309.txt	400	2.97	300.04	400	300.02	279.78000000000003	6.41	0.43999999999999995	300.02	3.7	14.260000000000002	400	400	300.03000000000003	25.33	400	4.9399999999999995	300.02	300.01	300.01
000310.txt	400	2.54	300.02	400	300.02	111.33999999999999	0.3699999999999999	2.15	300.01000000000005	2.6799999999999997	7.430000000000001	400	400	300.02	22.279999999999998	4.5	4.199999999999999	300.02	400	79.42999999999999
000311.txt	400	4.91	300.03000000000003	400	400	240.57	0.7899999999999998	0.43999999999999995	121.47999999999999	6.6899999999999995	19.65	22.900000000000002	96.53	0.19999999999999996	5.45	1.25	0.07000000000000006	300.02	300.01000000000005	0.20999999999999996
000312.txt	400	2.67	300.03	400	6.8100000000000005	170.47	0.72	0.42999999999999994	27.07	2.46	5.789999999999999	17.76	1.49	300.03	13.17	4.130000000000001	2.8100000000000005	300.02	300.01	0.21999999999999997
000313.txt	400	2.3	300.03	400	300.01	59.78	0.30000000000000004	0.3400000000000001	38.4	2.74	7.379999999999999	202.51999999999998	1.23	300.02	4.58	2.09	0.06999999999999984	300.02	300.01	49.43
000314.txt	400	9.16	300.03	400	300.03	145.39999999999998	12.81	0.3999999999999999	300.02	6.2299999999999995	11.58	400	1.3199999999999998	300.03000000000003	400	31.029999999999998	1.93	300.01	300.02	300.02000000000004
000315.txt	2.37	0.09999999999999987	300.02	400	300.01	69.52000000000001	0.15999999999999992	31.860000000000003	11.92	2.75	8.120000000000001	400	400	300.03000000000003	18.27	16.939999999999998	0.040000000000000036	300.01	300.01	0.22999999999999998
000316.txt	400	3.1000000000000005	300.06	400	300.02000000000004	78.76	0.27	0.24	300.02000000000004	33.71	20.73	400	1.7899999999999998	300.03999999999996	13.770000000000001	0.47	3.45	300.01	300.01	29.02
000317.txt	14.049999999999999	0.1399999999999999	300.02	400	400	82.38000000000001	0.52	0.42999999999999994	171.07	2.89	7.620000000000001	14.0	1.3499999999999999	2.54	12.45	5.18	2.09	300.03000000000003	300.01	0.22999999999999998
000318.txt	6.16	0.1499999999999999	300.03000000000003	400	400	117.53999999999999	0.22999999999999998	0.30000000000000004	231.48000000000002	4.01	10.92	128.79	0.74	300.02000000000004	5.529999999999999	1.53	0.8499999999999999	300.02	300.02	0.24
000319.txt	36.17	0.1200000000000001	300.02	400	6.86	37.51	0.33000000000000007	0.31000000000000005	0.08999999999999986	2.38	6.859999999999999	4.8500000000000005	1.07	2.93	10.01	0.16999999999999993	2.2	300.02000000000004	400	1.6400000000000001
000320.txt	400	7.359999999999999	300.03	400	300.01	300.03	1.1	0.3700000000000001	300.02	2.8099999999999996	9.17	400	1.0399999999999998	300.03000000000003	52.71	1.08	0.17999999999999994	300.02000000000004	300.02	51.23
000321.txt	16.880000000000003	0.08999999999999986	300.02	400	400	80.67	0.29000000000000004	0.18000000000000005	1.11	2.3	6.08	2.1799999999999997	0.6799999999999999	400	8.0	0.04999999999999993	4.15	300.02	300.01000000000005	0.06999999999999984
000322.txt	400	7.42	300.03000000000003	400	300.02	300.08	0.6199999999999999	0.47	300.02000000000004	3.24	8.81	400	2.2	300.58	55.57	14.28	0.20999999999999996	300.02	300.02	44.6
000323.txt	300.02	0.21999999999999997	300.03000000000003	400	300.01000000000005	97.51	0.43999999999999995	0.42999999999999994	300.02	2.95	9.069999999999999	400	400	300.29	12.14	38.949999999999996	4.64	300.01000000000005	300.02000000000004	300.03000000000003
000324.txt	400	4.27	300.03000000000003	400	300.01	161.47	0.24	0.3799999999999999	300.02	7.6899999999999995	8.870000000000001	300.03000000000003	400	300.03	53.8	9.34	0.18999999999999995	300.02	300.02	127.53
000325.txt	300.03	0.22999999999999998	300.02	400	300.02	300.01000000000005	0.42000000000000015	0.5	300.02000000000004	4.0	14.37	400	400	300.03000000000003	121.67	7.219999999999999	4.38	300.02	300.01	60.940000000000005
000326.txt	400	2.35	300.03000000000003	400	300.03000000000003	135.82999999999998	0.41000000000000014	0.49	10.34	2.95	9.61	21.25	400	300.03	34.660000000000004	52.56	0.08999999999999986	300.01000000000005	300.04	98.56
000327.txt	400	4.430000000000001	300.03000000000003	400	300.02000000000004	124.58	8.06	0.43999999999999995	300.02000000000004	3.0700000000000003	11.75	113.08000000000001	30.97	300.06	10.08	1.35	0.54	300.02	300.01	138.39000000000001
000328.txt	400	5.96	300.03000000000003	400	400	256.19000000000005	0.19999999999999996	0.3999999999999999	10.2	2.8200000000000003	12.74	15.85	1.1099999999999999	300.02	10.26	4.06	7.5600000000000005	300.01	300.03000000000003	0.29000000000000004
000329.txt	400	2.3	300.03	400	300.02000000000004	100.17999999999999	0.81	0.3699999999999999	9.42	2.46	6.66	134.10999999999999	0.9299999999999997	400	27.31	13.89	0.050000000000000044	300.02	300.02000000000004	0.1200000000000001
000330.txt	8.47	0.030000000000000027	300.03	400	75.07000000000001	47.379999999999995	0.41999999999999993	0.21000000000000008	0.040000000000000036	2.6500000000000004	5.5600000000000005	3.0599999999999996	400	6.84	13.17	8.34	7.460000000000001	300.02	300.02000000000004	0.10999999999999988
000331.txt	400	4.2700000000000005	300.02000000000004	400	400	242.62	12.88	0.28	300.02	7.959999999999999	17.89	43.449999999999996	1.2700000000000002	300.01	9.37	10.190000000000001	0.1399999999999999	300.03000000000003	300.01	0.09999999999999987
000332.txt	300.02	0.1200000000000001	300.02	400	300.01	71.75	0.4500000000000002	0.33999999999999986	300.02	2.88	6.12	82.19	0.9299999999999997	300.02	9.53	1.5100000000000002	0.15000000000000013	300.01	300.01	0.1200000000000001
000333.txt	400	2.6100000000000003	300.09000000000003	400	400	196.41000000000003	0.24	0.30000000000000004	51.38	2.83	6.879999999999999	400	400	300.02000000000004	11.059999999999999	29.13	3.6399999999999997	300.02	300.02	0.25
000334.txt	400	2.49	300.03	400	300.01	151.58	0.3899999999999999	0.32999999999999985	25.03	2.2	7.26	41.06	0.8199999999999998	2.51	11.42	0.3899999999999999	1.74	300.02	300.02000000000004	22.7
000335.txt	92.11999999999999	0.18999999999999995	300.02	400	300.01	184.53	0.31999999999999984	0.34999999999999987	6.2299999999999995	2.52	8.23	64.42999999999999	0.96	300.02	11.21	1.7400000000000002	0.15000000000000013	300.01	300.02000000000004	0.15000000000000013
000336.txt	400	2.23	300.02000000000004	400	400	225.95	0.4099999999999999	0.30000000000000004	14.48	2.55	7.510000000000001	2.54	0.97	2.19	7.000000000000001	0.07000000000000006	2.21	300.02	300.02	0.09999999999999987
000337.txt	400	4.41	300.02	400	400	305.44	0.26	0.21000000000000008	75.08	2.97	6.859999999999999	3.0700000000000003	1.1800000000000002	2.2800000000000002	13.33	0.3700000000000001	2.87	300.02	300.02	134.13
000338.txt	400	4.33	300.03999999999996	400	300.02	167.56	7.999999999999999	2.12	300.02	3.5200000000000005	12.51	300.01	400	300.04	10.17	27.13	3.8599999999999994	300.01	300.01000000000005	300.02
000339.txt	400	2.58	300.02	400	25.65	99.6	0.6399999999999999	0.3699999999999999	400	2.4400000000000004	8.55	2.39	1.45	2.71	12.700000000000001	4.59	2.51	300.03	300.01000000000005	0.21999999999999997
000340.txt	400	4.34	300.03000000000003	400	300.02000000000004	255.39	7.469999999999999	1.91	300.03000000000003	19.98	9.42	400	400	300.02	400	53.6	7.38	300.01	300.02	140.21
000341.txt	10.91	0.16999999999999993	300.02	400	400	286.45	0.2999999999999998	0.30999999999999983	300.02000000000004	2.29	6.369999999999999	142.38	0.9599999999999997	300.03	8.12	0.5799999999999998	0.1499999999999999	300.04	300.02000000000004	0.25
000342.txt	400	36.589999999999996	300.03000000000003	400	300.02	300.01	67.92	151.3	300.02000000000004	110.64	16.14	400	400	300.06	400	400	4.54	300.01	300.02	300.02
000343.txt	125.47999999999999	0.21999999999999997	300.03	400	300.02000000000004	114.17	7.960000000000001	0.43000000000000016	300.03	2.8500000000000005	9.290000000000001	400	400	300.02000000000004	15.330000000000002	28.0	3.27	300.01	300.02	189.65
000344.txt	300.01000000000005	0.18000000000000016	300.02000000000004	400	300.01000000000005	228.07	0.48	0.3900000000000001	300.02	3.2699999999999996	10.83	400	1.4200000000000002	300.55	45.309999999999995	1.83	3.9000000000000004	300.01	300.01	42.019999999999996
000345.txt	400	5.01	300.03000000000003	400	300.02	130.76999999999998	0.3699999999999999	1.4900000000000002	300.02000000000004	2.38	7.2299999999999995	400	42.5	400	60.83	1.7299999999999998	0.06999999999999984	300.02000000000004	300.02	129.10000000000002
000346.txt	400	3.8899999999999997	300.02000000000004	400	32.18	93.88	0.3500000000000001	0.22999999999999998	13.25	2.1	6.78	81.00999999999999	1.1900000000000002	2.42	11.94	0.050000000000000044	2.44	300.02	300.01	0.09000000000000008
000347.txt	400	3.34	300.04	400	400	155.5	7.53	1.21	300.02	2.8	6.23	400	400	300.06	15.209999999999999	32.870000000000005	3.02	300.01	300.01	35.99
000348.txt	400	2.97	300.03000000000003	400	400	164.75	11.040000000000001	0.44999999999999996	300.02	6.82	14.51	140.37	400	300.03	15.559999999999999	26.19	4.5200000000000005	300.01	300.02	0.30000000000000004
000349.txt	25.16	0.25	300.03999999999996	400	400	262.74	6.789999999999999	0.4700000000000002	12.4	2.76	8.75	41.4	1.75	400	25.33	8.17	4.8500000000000005	300.01	300.02000000000004	0.43999999999999995
000350.txt	400	0.24	300.02	400	6.76	57.77	0.3800000000000001	0.3899999999999999	12.21	2.43	7.38	8.940000000000001	1.5600000000000003	300.01000000000005	11.17	4.13	2.29	300.02	300.02	0.25
000351.txt	14.629999999999999	2.7800000000000002	300.03000000000003	400	400	302.46	0.16999999999999993	0.22999999999999998	293.96000000000004	2.16	7.279999999999999	50.16	1.2099999999999997	0.1499999999999999	2.9299999999999997	1.61	0.040000000000000036	300.01	300.02	0.1100000000000001
000352.txt	300.02000000000004	0.3700000000000001	300.03000000000003	400	300.02	237.39	0.3700000000000001	0.3599999999999999	300.01000000000005	3.2300000000000004	9.09	400	45.14	300.03000000000003	11.08	28.61	0.7999999999999998	300.01	300.01	125.38
000353.txt	300.01	0.33999999999999986	300.02	400	400	272.46999999999997	0.6999999999999997	0.56	18.69	5.48	11.41	106.13	400	300.04	41.69	21.59	3.37	300.02000000000004	300.02	26.29
000354.txt	400	3.4099999999999997	300.03	400	300.02000000000004	127.01	0.19999999999999996	1.55	300.02	3.2099999999999995	11.09	400	1.2699999999999998	300.02	16.47	30.25	3.8999999999999995	300.02000000000004	300.02	300.01
000355.txt	400	2.99	300.03	400	300.01000000000005	141.44	7.5	0.3600000000000001	300.02000000000004	2.61	8.899999999999999	400	400	300.04	17.02	23.95	4.59	300.02	300.01	158.32999999999998
000356.txt	300.01	0.33999999999999986	300.02	400	300.03000000000003	271.37	0.51	3.24	300.02	10.53	12.28	400	400	300.04	21.2	29.41	4.29	300.02000000000004	300.02	300.01
000357.txt	400	12.579999999999998	300.03000000000003	400	300.03000000000003	274.94	0.6099999999999999	0.6699999999999997	300.02	20.75	14.01	400	400	300.03	127.19000000000001	9.32	1.4100000000000001	300.02000000000004	300.03	300.01
000358.txt	400	2.7700000000000005	300.02	400	300.03	106.36	0.4099999999999999	0.29000000000000004	300.02000000000004	3.85	9.34	400	400	300.03000000000003	24.59	38.629999999999995	3.7800000000000002	300.02	300.01	51.160000000000004
000359.txt	300.03	0.26	300.03	400	300.01	300.01000000000005	20.95	231.33	300.02	2.37	14.780000000000001	400	400	300.02	16.73	30.789999999999996	3.62	300.01	300.04	300.01
000360.txt	400	6.35	300.06	400	300.04	227.7	18.05	0.4099999999999999	300.02000000000004	14.45	9.64	400	400	300.02000000000004	15.15	25.79	3.8099999999999996	300.02	300.02000000000004	300.01
000361.txt	400	2.2199999999999998	6.970000000000001	400	44.730000000000004	116.32	0.20999999999999996	0.28	0.07999999999999985	1.24	7.08	11.23	0.94	300.03000000000003	7.050000000000001	4.38	2.05	300.02000000000004	300.02	1.5400000000000003
000362.txt	400	3.45	300.03	400	300.02	234.04000000000002	10.0	1.3499999999999999	300.02	3.63	7.93	400	400	300.02000000000004	17.61	15.68	2.75	300.02	300.01	42.910000000000004
000363.txt	400	3.9000000000000004	300.03	400	300.06	205.64	4.67	0.55	300.02	3.09	11.64	400	400	300.02	16.029999999999998	25.94	3.65	300.01	300.02000000000004	150.82
000364.txt	300.02	0.3999999999999999	300.02	400	300.01	147.21	0.53	1.47	300.02	4.140000000000001	9.98	400	1.35	301.19	21.93	0.5199999999999998	0.5900000000000001	300.01	300.02	0.13000000000000012
000365.txt	22.27	0.030000000000000027	300.02	400	300.02	87.79	0.53	0.25	38.89	2.6100000000000003	7.279999999999999	131.99	0.9099999999999999	400	51.83	0.04999999999999982	0.030000000000000027	300.02000000000004	300.02	0.18999999999999995
000366.txt	400	2.3499999999999996	300.03000000000003	400	300.02	170.48000000000002	0.26	0.5800000000000001	2.56	3.1000000000000005	14.540000000000001	400	400	300.03000000000003	32.48	13.49	2.13	300.02	300.01	60.12
000367.txt	6.3	0.31999999999999984	300.03000000000003	400	300.02	109.31	0.47	0.41000000000000014	300.03	2.2199999999999998	8.55	400	400	300.03999999999996	15.749999999999998	29.01	3.1799999999999997	300.02	300.02	45.1
000368.txt	27.36	0.3400000000000001	300.02000000000004	400	300.02	128.9	0.5399999999999998	0.5799999999999998	51.68	3.0500000000000003	9.059999999999999	400	1.83	300.04	19.25	4.3100000000000005	1.3599999999999999	300.02000000000004	400	300.01
000369.txt	400	4.33	300.03	400	300.02000000000004	135.07	0.26	0.3800000000000001	300.02000000000004	2.9300000000000006	9.100000000000001	400	400	300.02	134.09	17.3	2.2800000000000002	300.01000000000005	300.01	156.21
000370.txt	300.03	0.26	300.02	400	300.02	144.22	0.9600000000000002	0.5	300.01	2.46	8.86	400	400	300.02	41.45	0.48	1.68	300.02000000000004	300.01	0.27
000371.txt	22.04	0.22999999999999998	300.02	400	400	137.34	0.5700000000000001	0.48	0.09000000000000008	4.69	9.55	49.989999999999995	1.69	4.699999999999999	24.970000000000002	8.0	8.23	300.02	300.01	0.20999999999999996
000372.txt	400	2.47	300.02	400	300.03	300.01	0.81	0.45999999999999996	8.700000000000001	3.2199999999999998	7.91	13.149999999999999	46.58	300.03	70.93	1.4200000000000002	0.08000000000000007	300.02	300.02	0.3700000000000001
000373.txt	3.37	0.1499999999999999	300.02000000000004	400	300.01	78.97	0.3799999999999999	0.47	9.28	2.61	7.8100000000000005	4.9	1.0199999999999998	300.03	13.66	3.5699999999999994	2.16	300.04	300.01	0.15999999999999992
000374.txt	42.379999999999995	0.3599999999999999	300.03000000000003	400	300.02000000000004	146.82	20.35	0.4600000000000002	300.02	2.7	12.520000000000001	400	400	400	47.03	11.879999999999999	1.1899999999999997	300.02000000000004	300.02	245.17
000375.txt	300.01	0.26	300.03	400	300.03000000000003	155.35999999999999	11.9	0.5399999999999998	300.02000000000004	2.66	12.03	400	400	300.03	25.49	6.43	3.37	300.03999999999996	300.01000000000005	15.74
000376.txt	400	3.0399999999999996	300.03000000000003	400	300.02000000000004	237.54999999999998	9.92	0.52	300.02000000000004	3.33	9.22	135.54	400	301.39	93.44	50.56	0.20999999999999996	300.02	300.02000000000004	300.01
000377.txt	6.1	0.1200000000000001	0.29000000000000004	400	3.7399999999999998	28.49	0.43999999999999995	0.33000000000000007	0.08999999999999986	2.55	6.4	0.31999999999999984	1.1100000000000003	2.7500000000000004	4.1000000000000005	0.19000000000000017	2.11	300.02	400	3.66
000378.txt	302.47	2.1500000000000004	300.03	400	300.01	252.78	0.25	0.3800000000000001	24.91	2.58	8.71	80.3	0.94	300.02	14.26	1.77	0.07000000000000006	300.02000000000004	300.02	13.16
000379.txt	400	4.18	300.03999999999996	400	300.03	223.93	12.19	0.27	300.02	3.1099999999999994	12.459999999999999	400	400	300.02	35.13	24.7	0.8699999999999999	300.02000000000004	300.02	300.01
000380.txt	57.879999999999995	0.21999999999999997	300.02000000000004	400	400	233.02	11.120000000000001	0.49	300.02	2.36	9.32	57.129999999999995	1.79	0.2699999999999998	16.13	15.850000000000001	0.19000000000000017	300.02	300.01	38.309999999999995
000381.txt	300.02000000000004	0.14000000000000012	300.03000000000003	400	90.52	102.00999999999999	0.55	0.42999999999999994	6.799999999999999	2.4299999999999997	7.1000000000000005	2.63	1.58	300.03000000000003	8.12	0.24	2.13	300.01	300.02000000000004	0.34999999999999987
000382.txt	300.02	0.5	300.03000000000003	400	300.02	300.07	0.32000000000000006	0.49	300.02	2.7199999999999998	11.81	400	1.62	6.369999999999999	22.71	36.71	2.47	300.02000000000004	300.02	300.01000000000005
000383.txt	400	0.26	300.03	400	300.02	300.01	0.51	25.62	300.03000000000003	3.9799999999999995	10.72	400	400	300.03000000000003	27.78	6.15	2.7699999999999996	300.01000000000005	300.02000000000004	0.42999999999999994
000384.txt	400	2.8500000000000005	300.03000000000003	400	300.05	208.46	0.9199999999999999	0.52	10.93	2.6499999999999995	7.82	67.88	1.71	2.46	11.780000000000001	0.94	2.42	300.02000000000004	300.01	0.24
000385.txt	36.37	0.16000000000000014	300.02	400	300.02	300.01	1.06	0.44999999999999996	0.79	2.5500000000000003	5.7700000000000005	4.57	39.35	2.5	10.969999999999999	5.84	2.0900000000000003	300.02	300.13	11.2
000386.txt	5.050000000000001	2.45	300.01	400	5.23	29.95	1.0499999999999998	0.33000000000000007	0.10000000000000009	2.6899999999999995	7.51	8.91	1.2999999999999998	2.66	7.71	0.21999999999999997	2.78	300.02000000000004	300.10999999999996	0.2200000000000002
000387.txt	400	3.06	300.03000000000003	400	300.01	114.86	0.1399999999999999	0.20999999999999985	1.2000000000000002	2.82	6.3100000000000005	2.71	1.3699999999999999	300.02	110.08999999999999	5.47	0.22999999999999998	300.02000000000004	300.02000000000004	0.73
000388.txt	300.01	0.15000000000000013	300.02000000000004	400	400	260.06	0.18000000000000005	0.22999999999999987	0.050000000000000044	4.15	8.54	400	1.33	2.57	11.16	4.99	2.29	300.02	300.01	0.11999999999999988
000389.txt	35.63	0.1200000000000001	300.06	400	300.01	204.73000000000002	0.25	0.3999999999999999	300.02	2.45	7.49	400	1.19	400	14.57	5.6000000000000005	5.140000000000001	300.01	300.01	21.39
000390.txt	400	7.1	300.04	400	400	211.85	11.75	0.53	300.03	38.43	15.669999999999998	400	400	300.03000000000003	38.260000000000005	300.03999999999996	5.36	300.01	300.02	300.02
000391.txt	300.01	0.16999999999999993	300.03000000000003	400	400	300.25	14.120000000000001	0.45999999999999996	86.08	3.8699999999999997	12.239999999999998	400	1.3199999999999998	300.03	34.98	6.54	0.8200000000000001	300.02	300.02000000000004	18.669999999999998
000392.txt	8.82	0.07999999999999985	300.02000000000004	400	400	227.85	0.8099999999999998	0.41000000000000014	300.02000000000004	2.41	7.779999999999999	400	400	400	26.66	19.319999999999997	0.17000000000000015	300.02	300.02000000000004	0.29000000000000004
000393.txt	400	2.57	300.03	400	400	300.01	0.55	0.4099999999999999	10.16	2.4299999999999997	9.79	400	1.42	300.03000000000003	17.18	20.189999999999998	2.87	300.01000000000005	300.02	300.01
