	param_00	param_01	param_02	param_03	param_04	param_05	param_06	param_07	param_08	param_09	param_10	param_11	param_12	param_13	param_14	param_15	param_16	param_17	param_18	param_19
001172.txt	400	5.3999999999999995	300.03000000000003	400	300.02000000000004	300.02000000000004	43.05	0.96	300.03000000000003	6.03	24.990000000000002	400	400	300.03000000000003	300.01	61.11	4.29	300.02000000000004	300.03000000000003	300.02000000000004
001173.txt	400	3.47	300.04	400	300.11	300.02	22.27	1.6500000000000001	300.03	300.03	23.490000000000002	4.01	10.92	300.07	400	79.91	22.73	300.02	300.02000000000004	300.02000000000004
001174.txt	400	3.5500000000000003	300.03000000000003	400	300.02000000000004	300.65000000000003	32.93	300.14	300.02000000000004	300.01	34.05	400	400	300.04	400	300.04	5.68	300.02	300.04999999999995	300.01
001175.txt	400	2.9799999999999995	300.03000000000003	400	302.07	300.01	2.53	300.03	300.04	179.79	33.660000000000004	400	10.79	300.02	400	66.3	8.75	300.01	300.02	300.02
001176.txt	400	5.18	300.03999999999996	400	300.01	300.05999999999995	0.52	1.0300000000000002	300.02	3.8900000000000006	23.14	21.25	9.09	3.0999999999999996	400	17.330000000000002	6.24	300.02000000000004	300.02000000000004	300.02
001177.txt	400	157.58	300.03	400	300.02	300.15000000000003	83.42	300.03	300.04	300.02	44.91	400	400	300.05	400	300.03999999999996	34.519999999999996	300.02	300.03	300.02000000000004
001178.txt	300.01	0.4099999999999999	300.02	400	300.55	300.01	1.08	0.6599999999999999	300.03	2.68	15.75	400	9.48	300.02	30.13	0.13000000000000012	0.10999999999999988	300.02000000000004	300.04	0.5700000000000001
001179.txt	400	4.9	300.03000000000003	400	300.03	300.01000000000005	28.869999999999997	300.09999999999997	300.04	15.95	24.979999999999997	400	400	300.16999999999996	400	10.91	7.489999999999999	300.03	300.03000000000003	300.02
001180.txt	400	16.48	300.03000000000003	400	300.06	300.01	0.5	0.9300000000000002	300.03	109.48	24.259999999999998	400	400	300.03	400	63.379999999999995	2.08	300.02	300.01	227.82999999999998
001181.txt	400	2.9200000000000004	300.03	400	300.02000000000004	300.01000000000005	20.98	176.72	300.03000000000003	113.5	32.510000000000005	400	400	300.03	400	142.2	2.64	300.03	300.03999999999996	300.02
001182.txt	400	2.42	300.03	400	300.02	300.01	12.61	0.9600000000000002	144.07	2.17	18.330000000000002	27.0	7.76	2.75	149.5	5.8100000000000005	0.1200000000000001	300.02	300.04	177.06
001183.txt	400	4.49	300.02	400	300.02000000000004	300.33	3.12	1.44	300.03	28.88	35.78	400	400	300.03999999999996	400	223.94	6.18	300.03	300.03	300.02
001184.txt	400	2.88	300.03000000000003	400	300.02000000000004	300.01	0.9000000000000001	1.0400000000000003	26.89	3.67	20.95	400	8.85	400	48.449999999999996	4.73	1.14	300.02	300.06	0.3899999999999999
001185.txt	400	16.72	300.04	400	300.01000000000005	300.01	1.5600000000000003	1.5599999999999998	300.03	66.02	39.28	400	400	400	400	173.42000000000002	6.85	300.02	300.05	300.02
001186.txt	400	4.7299999999999995	300.04	400	400	300.75	23.28	1.5700000000000003	300.03	5.93	35.059999999999995	400	400	300.04	400	159.97	9.28	300.02000000000004	300.02	300.02
001187.txt	400	2.8499999999999996	300.03	400	300.02000000000004	300.07	3.2800000000000002	76.96000000000001	300.02	3.33	22.29	400	8.93	300.03000000000003	106.19999999999999	12.26	0.13000000000000012	300.01	300.03000000000003	0.30000000000000004
001188.txt	300.02000000000004	0.51	300.03	400	300.03000000000003	300.15000000000003	0.5900000000000001	0.74	300.02	2.4499999999999997	20.57	124.36	9.57	400	400	1.09	3.8999999999999995	300.03	300.02000000000004	0.5899999999999999
001189.txt	400	3.5800000000000005	300.03	400	300.02	300.59	22.97	1.05	300.02	300.02	23.72	400	400	300.02	400	199.52	6.1899999999999995	300.02000000000004	300.03999999999996	300.02
001190.txt	400	7.069999999999999	300.03000000000003	400	300.04	300.06	46.89	300.02	300.03	300.02000000000004	31.369999999999997	300.01000000000005	11.31	300.02000000000004	300.01000000000005	84.46	5.43	300.02000000000004	300.03	300.02
001191.txt	400	5.27	300.02000000000004	400	300.01000000000005	300.02000000000004	1.0699999999999998	0.77	300.03000000000003	5.36	18.87	5.119999999999999	10.33	300.02	400	21.560000000000002	2.9899999999999998	300.02000000000004	300.02000000000004	0.25
001192.txt	400	2.84	300.04	400	300.02000000000004	300.01	0.8899999999999999	1.2100000000000002	300.03000000000003	70.45	36.56	400	400	400	300.94	117.07	1.1400000000000001	300.02000000000004	300.03000000000003	300.02
001193.txt	300.01000000000005	0.1399999999999999	300.02000000000004	400	300.02	300.01	45.99	0.95	300.03	4.59	23.57	400	400	3.0600000000000005	400	22.349999999999998	0.8900000000000001	300.02	300.03	300.02
001194.txt	136.89	0.1200000000000001	300.01	400	300.06	302.0	1.48	0.7000000000000002	300.02	2.55	22.9	50.83	10.8	400	34.040000000000006	16.28	8.25	300.02	300.01000000000005	0.29000000000000004
001195.txt	400	19.36	300.03	400	300.01000000000005	300.03	40.26	1.3699999999999999	300.03	4.23	25.28	400	11.059999999999999	2.64	400	13.58	5.17	300.03	300.05	247.63
001196.txt	400	4.02	300.03	400	300.02	300.01	0.99	300.05	300.03	300.02000000000004	34.72	400	12.17	300.03	300.01000000000005	300.03	5.99	300.02	300.15	300.02
001197.txt	400	2.47	300.02	400	300.02000000000004	300.08000000000004	2.17	1.0699999999999998	300.03000000000003	5.19	19.84	5.43	7.92	2.6100000000000003	400	7.18	0.1299999999999999	300.02	300.03000000000003	300.02
001198.txt	300.02	0.95	300.03	400	300.01	300.06	2.1900000000000004	1.1700000000000002	300.03000000000003	5.44	24.790000000000003	400	10.899999999999999	400	400	134.67000000000002	5.49	300.02	300.02000000000004	300.02
001199.txt	300.02000000000004	0.6299999999999999	300.03	400	300.02000000000004	300.03	10.26	1.07	300.03	3.8200000000000003	22.549999999999997	400	9.08	2.74	400	302.04	2.31	300.01	300.03000000000003	300.02
001200.txt	400	3.0500000000000007	300.02	400	400	300.37	3.6000000000000005	1.4699999999999998	300.02	6.1499999999999995	30.93	400	10.219999999999999	300.02000000000004	77.49	30.87	0.21999999999999975	300.02	300.04	187.28
001201.txt	400	3.41	300.03	400	300.02	300.03	2.4799999999999995	300.02	300.03	300.03	34.5	400	400	300.03	300.02000000000004	144.0	3.18	300.02000000000004	300.02000000000004	297.18
001202.txt	400	6.26	300.03	400	300.02000000000004	300.02	3.4	1.52	300.02	4.890000000000001	26.64	400	400	400	400	20.71	8.01	300.03	300.02000000000004	300.02
001203.txt	400	4.95	300.03000000000003	400	300.02	300.1	1.8499999999999999	0.7599999999999998	300.03000000000003	2.56	17.95	400	8.83	300.02	38.809999999999995	4.28	0.26	300.02	300.01	0.28
001204.txt	400	3.21	300.03999999999996	400	300.03	300.03999999999996	173.47	1.9100000000000001	300.03999999999996	300.02	48.19	400	400	300.06	400	192.94	11.46	300.02000000000004	300.01	300.02000000000004
001205.txt	400	3.2	300.05	400	300.04	300.03	18.82	1.57	300.02	6.65	34.13	400	9.89	300.12	400	300.02	4.55	300.03000000000003	300.02	300.02
001206.txt	400	9.610000000000001	300.03	400	300.03999999999996	300.09000000000003	1.8499999999999999	0.9600000000000002	300.02	3.85	19.169999999999998	61.839999999999996	9.66	0.48	133.9	30.2	0.6799999999999999	300.02	300.01	0.5
001207.txt	400	3.3899999999999997	300.02000000000004	400	300.02	300.01	0.9500000000000002	1.32	300.02	300.03999999999996	20.41	400	11.01	5.529999999999999	400	142.28	0.32000000000000006	300.02	300.01	300.02
001208.txt	400	2.7199999999999998	300.03	400	300.01	300.13	1.6799999999999997	0.9299999999999999	300.02000000000004	12.18	23.48	66.22999999999999	11.66	0.5799999999999998	118.46	5.5	1.6000000000000003	300.02	300.01000000000005	300.02
001209.txt	300.01	0.44999999999999996	300.04	400	300.02	300.69	19.439999999999998	1.0499999999999998	300.03	3.8699999999999997	23.16	400	8.920000000000002	300.10999999999996	106.87	27.08	0.1200000000000001	300.02	300.03	131.10999999999999
001210.txt	400	9.02	300.03000000000003	400	300.02	300.01	5.199999999999999	1.4100000000000001	300.03	4.89	28.68	400	400	301.12	400	9.05	1.3900000000000001	300.02	300.02	300.02
001211.txt	300.01	0.10000000000000009	300.02	400	400	300.04999999999995	0.6200000000000001	0.76	163.23	3.29	15.540000000000001	1.8699999999999999	9.079999999999998	0.41999999999999993	19.59	0.1100000000000001	0.10000000000000009	300.02	300.01	0.26
001212.txt	400	3.0699999999999994	300.04	400	300.02000000000004	300.3	1.38	1.5600000000000003	300.04	260.09999999999997	30.09	400	400	300.08000000000004	400	192.64000000000001	8.059999999999999	300.01000000000005	300.06	216.43
001213.txt	300.02	0.6099999999999999	300.03	400	400	300.02	0.71	0.9300000000000002	300.03	14.09	22.79	400	400	400	400	107.27000000000001	1.89	300.02	300.02	0.27
001214.txt	400	4.56	300.04	400	300.02	300.13	0.6199999999999999	0.8899999999999999	300.02000000000004	3.6900000000000004	21.06	400	9.4	2.66	400	9.03	5.49	300.01	300.02	19.09
001215.txt	400	2.99	300.04	400	300.02000000000004	300.05	1.3300000000000003	1.2200000000000002	300.02000000000004	300.02	27.0	400	400	300.02	300.01	27.21	5.17	300.02	300.03000000000003	114.72
001216.txt	400	3.1399999999999997	300.03	400	300.02000000000004	300.03000000000003	34.2	1.5700000000000003	300.02000000000004	300.01	42.27	400	400	300.03000000000003	400	14.46	9.89	300.01	300.03000000000003	300.01
001217.txt	300.01	0.1200000000000001	300.04	400	300.02000000000004	300.07	0.51	0.9099999999999997	215.22	2.42	19.580000000000002	70.0	10.05	300.03	400	10.080000000000002	5.6499999999999995	300.02000000000004	300.01	0.30000000000000004
001218.txt	300.01	89.8	300.04	400	300.01	300.03999999999996	96.34	300.02000000000004	300.02	94.1	49.96	400	400	300.08	400	184.64000000000001	9.71	300.02	300.02	300.02
001219.txt	400	5.8100000000000005	300.03000000000003	400	400	300.01	1.47	1.0999999999999999	300.04	5.34	22.6	400	400	400	134.28	0.17999999999999994	2.46	300.02	300.02	55.169999999999995
001220.txt	300.02	0.1399999999999999	300.02000000000004	400	300.01	300.16999999999996	1.6	0.8699999999999999	300.03999999999996	3.3600000000000003	16.9	400	11.280000000000001	12.65	400	7.13	2.7699999999999996	300.02	300.01	300.03000000000003
001221.txt	400	9.670000000000002	300.04	400	300.04999999999995	300.02	3.0500000000000003	6.949999999999999	300.03	300.02	30.36	400	400	300.03000000000003	400	400	4.58	300.02	300.02000000000004	300.02
001222.txt	400	2.95	300.03	400	300.03000000000003	300.01	0.8400000000000001	6.01	300.04	6.67	27.450000000000003	400	10.5	400	400	400	3.88	300.02000000000004	300.01	101.28999999999999
001223.txt	400	7.440000000000001	300.04	400	300.02	300.15999999999997	1.1800000000000002	1.35	300.02	300.02000000000004	36.84	400	16.479999999999997	400	400	13.280000000000001	6.289999999999999	300.02	300.04	300.02
001224.txt	400	2.69	300.02000000000004	400	300.03	300.11	0.3699999999999999	0.78	300.02	2.86	18.02	87.97	8.66	0.42999999999999994	122.49	1.1600000000000001	1.0000000000000002	300.02	300.01	0.28
001225.txt	300.02	0.4099999999999999	300.03999999999996	400	300.01	300.12	2.6100000000000003	300.05	300.03000000000003	40.620000000000005	23.020000000000003	400	9.84	400	400	102.50999999999999	8.13	300.02000000000004	300.05	300.03
001226.txt	300.02	0.3999999999999999	300.02	400	300.01	300.08	1.0199999999999998	0.9599999999999997	300.03	3.3900000000000006	19.27	4.869999999999999	9.290000000000001	3.09	400	0.16000000000000014	4.35	300.01	300.01	0.28
001227.txt	400	14.319999999999999	300.02	400	300.02	300.01	0.8500000000000001	0.7999999999999998	16.93	4.630000000000001	18.790000000000003	4.86	10.65	300.02000000000004	54.56	0.15999999999999992	0.52	300.02	300.02	0.2799999999999998
001228.txt	300.02	0.3699999999999999	300.03000000000003	400	400	300.08000000000004	0.75	0.78	300.04	2.9399999999999995	13.09	400	400	400	400	9.040000000000001	2.79	300.02	300.03000000000003	271.91999999999996
001229.txt	400	4.36	300.09999999999997	400	300.03000000000003	300.28000000000003	1.3099999999999998	1.13	300.07	3.41	24.41	400	12.37	5.510000000000001	65.58	55.93	4.93	300.02000000000004	300.03	300.03
001230.txt	400	3.0200000000000005	300.03	400	300.02	300.02	19.46	1.2	300.02	50.72	21.669999999999998	400	400	300.03	400	123.0	4.859999999999999	300.02	300.02	300.02
001231.txt	400	3.0199999999999996	300.02	400	300.03	300.02	0.6099999999999999	0.7600000000000002	0.78	2.16	19.62	112.91	8.53	300.02	16.54	0.26	0.1100000000000001	300.01	300.04	0.7
001232.txt	400	0.25	300.02	400	300.03	300.10999999999996	1.4700000000000002	0.9199999999999999	300.02000000000004	3.21	23.8	400	10.47	400	400	4.3	0.1200000000000001	300.02	300.03000000000003	0.28
