	CPU_Param_1	CPU_Param_2	CPU_Param_3	CPU_Param_4	CPU_Param_5	CPU_Param_6	CPU_Param_7	CPU_Param_8	CPU_Param_9	CPU_Param_10	CPU_Param_11	CPU_Param_12	CPU_Param_13	CPU_Param_14	CPU_Param_15	CPU_Param_16	CPU_Param_17	CPU_Param_18	CPU_Param_119	CPU_Param_20
SWGCP_only_5000/SWlin2006.15231.cnf	0.2	0.44	0.06	0.08	0.28	0.26	0.08	0.2	0.36	0.3	0.06	0.36	0.54	0.38	0.08	0.32	0.2	0.08	0.58	0.82
SWGCP_only_5000/SWlin2006.15232.cnf	0.16	0.08	0.08	0.1	0.42	0.38	0.12	0.4	0.54	0.34	0.12	0.46	0.94	0.24	0.1	0.1	0.28	0.1	0.92	1.58
SWGCP_only_5000/SWlin2006.15233.cnf	0.04	0.2	0.06	0.08	0.36	0.3	0.1	0.3	0.32	0.36	0.1	0.52	0.78	0.5	0.1	0.38	0.22	0.12	0.52	1.14
SWGCP_only_5000/SWlin2006.15234.cnf	0.24	0.26	0.08	0.12	0.38	0.36	0.12	0.3	0.34	0.32	0.12	0.44	0.44	0.32	0.1	0.42	0.22	0.1	0.7	1.56
SWGCP_only_5000/SWlin2006.15235.cnf	0.14	0.28	0.04	0.04	0.22	0.18	0.06	0.2	0.22	0.22	0.06	0.26	0.34	0.26	0.06	0.24	0.16	0.08	0.38	0.64
SWGCP_only_5000/SWlin2006.15236.cnf	0.02	0.02	0.06	0.08	0.08	0.16	0.06	0.02	0.04	0.24	0.06	0.08	0.04	0.36	0.06	0.28	0.08	0.08	0.06	0.68
SWGCP_only_5000/SWlin2006.15237.cnf	0.28	0.68	0.1	0.12	0.52	0.48	0.12	0.22	0.5	0.44	0.12	0.82	1.02	0.74	0.12	0.46	0.28	0.12	0.98	1.78
SWGCP_only_5000/SWlin2006.15238.cnf	0.18	0.52	0.08	0.08	0.38	0.32	0.1	0.32	0.48	0.34	0.12	0.58	0.48	0.5	0.08	0.44	0.26	0.1	0.84	1.22
SWGCP_only_5000/SWlin2006.15239.cnf	0.1	0.5	0.06	0.08	0.08	0.24	0.08	0.18	0.0	0.24	0.08	0.38	0.58	0.12	0.08	0.3	0.18	0.06	0.5	0.76
SWGCP_only_5000/SWlin2006.15240.cnf	0.22	0.3	0.08	0.1	0.38	0.36	0.08	0.28	0.36	0.38	0.1	0.5	0.32	0.3	0.1	0.5	0.2	0.14	0.92	1.5
SWGCP_only_5000/SWlin2006.15241.cnf	0.14	0.2	0.06	0.1	0.24	0.26	0.08	0.22	0.22	0.32	0.1	0.36	0.26	0.24	0.06	0.3	0.16	0.08	0.54	0.96
SWGCP_only_5000/SWlin2006.15242.cnf	0.22	0.44	0.08	0.08	0.26	0.3	0.12	0.28	0.4	0.36	0.1	0.52	0.5	0.38	0.1	0.46	0.22	0.1	0.88	1.4
SWGCP_only_5000/SWlin2006.15243.cnf	0.18	0.3	0.06	0.08	0.28	0.22	0.1	0.26	0.24	0.3	0.1	0.4	0.56	0.34	0.08	0.36	0.2	0.08	0.4	0.86
SWGCP_only_5000/SWlin2006.15244.cnf	0.2	0.3	0.12	0.08	0.32	0.3	0.08	0.24	0.34	0.36	0.1	0.36	0.56	0.42	0.06	0.38	0.24	0.1	0.6	1.28
SWGCP_only_5000/SWlin2006.15245.cnf	0.28	0.84	0.1	0.1	0.16	0.36	0.12	0.36	0.22	0.4	0.12	0.64	0.42	0.56	0.1	0.56	0.3	0.08	0.8	1.7
SWGCP_only_5000/SWlin2006.15246.cnf	0.16	0.38	0.06	0.06	0.18	0.2	0.08	0.18	0.26	0.2	0.08	0.3	0.42	0.28	0.08	0.28	0.14	0.06	0.46	0.6
SWGCP_only_5000/SWlin2006.15247.cnf	0.2	0.64	0.1	0.1	0.34	0.4	0.12	0.32	0.32	0.36	0.1	0.44	0.62	0.4	0.08	0.38	0.3	0.12	0.96	1.6
SWGCP_only_5000/SWlin2006.15248.cnf	0.24	0.94	0.08	0.14	0.4	0.38	0.12	0.46	0.5	0.4	0.12	0.64	0.88	0.62	0.12	0.48	0.34	0.12	0.96	1.92
SWGCP_only_5000/SWlin2006.15249.cnf	0.22	0.52	0.1	0.1	0.4	0.28	0.12	0.36	0.16	0.38	0.12	0.52	0.82	0.56	0.12	0.22	0.28	0.12	0.86	1.56
SWGCP_only_5000/SWlin2006.15250.cnf	0.1	0.3	0.08	0.08	0.32	0.34	0.12	0.18	0.06	0.34	0.12	0.5	0.72	0.46	0.1	0.44	0.26	0.1	0.74	1.36
SWGCP_only_5000/SWlin2006.15251.cnf	0.26	0.38	0.12	0.12	0.42	0.32	0.14	0.36	0.42	0.38	0.12	0.54	0.54	0.4	0.1	0.48	0.26	0.12	0.72	1.9
SWGCP_only_5000/SWlin2006.15252.cnf	0.22	0.4	0.1	0.1	0.32	0.34	0.1	0.32	0.3	0.34	0.14	0.54	0.46	0.38	0.12	0.48	0.28	0.08	0.76	1.5
SWGCP_only_5000/SWlin2006.15253.cnf	0.2	0.04	0.08	0.08	0.18	0.32	0.08	0.28	0.42	0.36	0.08	0.46	0.52	0.36	0.06	0.24	0.1	0.08	0.62	1.04
SWGCP_only_5000/SWlin2006.15254.cnf	0.2	0.5	0.06	0.08	0.3	0.36	0.1	0.3	0.44	0.34	0.12	0.48	0.72	0.38	0.08	0.46	0.22	0.1	0.58	1.16
SWGCP_only_5000/SWlin2006.15255.cnf	0.06	0.1	0.06	0.06	0.2	0.02	0.1	0.2	0.02	0.26	0.08	0.08	0.12	0.06	0.06	0.16	0.04	0.08	0.18	0.8
SWGCP_only_5000/SWlin2006.15256.cnf	0.02	0.04	0.04	0.06	0.02	0.06	0.02	0.04	0.24	0.2	0.06	0.0	0.06	0.04	0.06	0.0	0.06	0.06	0.04	0.6
SWGCP_only_5000/SWlin2006.15257.cnf	0.24	0.66	0.08	0.12	0.44	0.44	0.12	0.32	0.52	0.12	0.12	0.56	0.38	0.32	0.1	0.54	0.3	0.12	0.66	1.6
SWGCP_only_5000/SWlin2006.15258.cnf	0.26	0.42	0.1	0.1	0.36	0.46	0.12	0.42	0.46	0.48	0.14	0.58	0.6	0.54	0.1	0.44	0.22	0.12	0.84	1.9
SWGCP_only_5000/SWlin2006.15259.cnf	0.1	0.16	0.06	0.06	0.16	0.16	0.06	0.12	0.16	0.16	0.06	0.22	0.22	0.16	0.06	0.18	0.12	0.06	0.3	0.46
SWGCP_only_5000/SWlin2006.15260.cnf	0.28	0.46	0.1	0.12	0.48	0.38	0.12	0.36	0.66	0.42	0.16	0.76	0.36	0.68	0.14	0.42	0.3	0.12	1.16	1.84
SWGCP_only_5000/SWlin2006.15261.cnf	0.14	0.26	0.06	0.06	0.22	0.16	0.08	0.18	0.22	0.2	0.06	0.28	0.3	0.26	0.06	0.22	0.12	0.08	0.38	0.6
SWGCP_only_5000/SWlin2006.15262.cnf	0.02	0.0	0.04	0.06	0.0	0.0	0.02	0.18	0.0	0.0	0.08	0.0	0.0	0.0	0.02	0.0	0.02	0.06	0.38	0.5
SWGCP_only_5000/SWlin2006.15263.cnf	0.12	0.16	0.04	0.04	0.2	0.2	0.06	0.16	0.16	0.18	0.1	0.28	0.2	0.14	0.06	0.24	0.12	0.06	0.42	0.66
SWGCP_only_5000/SWlin2006.15264.cnf	0.3	0.92	0.1	0.12	0.46	0.42	0.14	0.44	0.5	0.42	0.14	0.6	0.62	0.58	0.1	0.62	0.28	0.12	0.8	1.86
SWGCP_only_5000/SWlin2006.15265.cnf	0.2	0.56	0.08	0.06	0.3	0.28	0.08	0.22	0.3	0.24	0.1	0.42	0.46	0.34	0.08	0.38	0.18	0.1	0.68	1.0
SWGCP_only_5000/SWlin2006.15266.cnf	0.12	0.32	0.06	0.04	0.14	0.16	0.08	0.14	0.18	0.16	0.08	0.26	0.36	0.24	0.04	0.22	0.14	0.06	0.32	0.46
SWGCP_only_5000/SWlin2006.15267.cnf	0.18	0.52	0.06	0.08	0.26	0.24	0.08	0.22	0.38	0.32	0.08	0.46	0.64	0.34	0.08	0.36	0.2	0.08	0.56	0.86
SWGCP_only_5000/SWlin2006.15268.cnf	0.28	0.62	0.08	0.1	0.42	0.38	0.12	0.42	0.56	0.38	0.12	0.64	0.66	0.54	0.1	0.5	0.3	0.12	1.08	1.68
SWGCP_only_5000/SWlin2006.15269.cnf	0.18	0.54	0.1	0.1	0.34	0.4	0.08	0.3	0.34	0.36	0.12	0.62	0.74	0.08	0.08	0.2	0.24	0.12	0.38	1.3
SWGCP_only_5000/SWlin2006.15270.cnf	0.16	0.26	0.06	0.06	0.22	0.24	0.08	0.2	0.24	0.28	0.08	0.4	0.38	0.36	0.06	0.36	0.18	0.1	0.44	0.98
SWGCP_only_5000/SWlin2006.15271.cnf	0.24	0.48	0.08	0.08	0.36	0.06	0.1	0.3	0.1	0.38	0.12	0.42	0.08	0.52	0.1	0.48	0.1	0.1	0.58	1.36
SWGCP_only_5000/SWlin2006.15272.cnf	0.18	0.58	0.06	0.06	0.32	0.32	0.1	0.28	0.4	0.3	0.12	0.46	0.66	0.46	0.08	0.4	0.22	0.08	0.74	1.02
SWGCP_only_5000/SWlin2006.15273.cnf	0.22	0.74	0.1	0.1	0.32	0.34	0.1	0.32	0.46	0.42	0.12	0.34	0.8	0.6	0.1	0.42	0.22	0.1	0.82	1.34
SWGCP_only_5000/SWlin2006.15274.cnf	0.24	0.28	0.08	0.1	0.38	0.36	0.12	0.32	0.36	0.32	0.12	0.42	0.66	0.42	0.08	0.46	0.26	0.1	0.56	1.4
SWGCP_only_5000/SWlin2006.15275.cnf	0.12	0.24	0.06	0.04	0.16	0.16	0.08	0.14	0.18	0.14	0.06	0.22	0.28	0.18	0.04	0.18	0.1	0.06	0.32	0.42
SWGCP_only_5000/SWlin2006.15276.cnf	0.2	0.64	0.08	0.08	0.32	0.12	0.08	0.26	0.1	0.32	0.08	0.42	0.46	0.34	0.08	0.42	0.08	0.1	0.74	1.0
SWGCP_only_5000/SWlin2006.15277.cnf	0.26	0.48	0.08	0.12	0.36	0.42	0.12	0.28	0.4	0.3	0.14	0.56	0.54	0.52	0.1	0.5	0.34	0.12	1.14	1.78
SWGCP_only_5000/SWlin2006.15278.cnf	0.2	0.72	0.08	0.1	0.32	0.32	0.12	0.32	0.1	0.34	0.1	0.6	0.24	0.5	0.1	0.52	0.26	0.12	0.74	1.28
SWGCP_only_5000/SWlin2006.15279.cnf	0.12	0.24	0.04	0.06	0.14	0.14	0.06	0.14	0.14	0.16	0.06	0.24	0.26	0.18	0.06	0.2	0.12	0.08	0.32	0.48
SWGCP_only_5000/SWlin2006.15280.cnf	0.28	0.98	0.08	0.12	0.5	0.5	0.14	0.4	0.18	0.52	0.12	0.58	0.84	0.38	0.12	0.56	0.26	0.12	1.06	1.96
SWGCP_only_5000/SWlin2006.15281.cnf	0.16	0.42	0.06	0.06	0.24	0.22	0.06	0.18	0.3	0.24	0.08	0.38	0.52	0.3	0.04	0.3	0.18	0.06	0.52	0.72
SWGCP_only_5000/SWlin2006.15282.cnf	0.18	0.58	0.1	0.08	0.3	0.26	0.08	0.26	0.28	0.3	0.08	0.42	0.66	0.44	0.06	0.32	0.22	0.1	0.56	0.92
SWGCP_only_5000/SWlin2006.15283.cnf	0.12	0.26	0.06	0.04	0.16	0.12	0.06	0.16	0.2	0.16	0.06	0.24	0.3	0.18	0.06	0.2	0.12	0.06	0.36	0.48
SWGCP_only_5000/SWlin2006.15284.cnf	0.18	0.08	0.06	0.06	0.28	0.3	0.1	0.28	0.42	0.28	0.1	0.48	0.7	0.08	0.1	0.36	0.1	0.08	0.7	1.04
SWGCP_only_5000/SWlin2006.15285.cnf	0.22	0.46	0.1	0.08	0.36	0.28	0.12	0.34	0.34	0.32	0.12	0.56	0.64	0.46	0.08	0.5	0.28	0.12	0.78	1.66
SWGCP_only_5000/SWlin2006.15286.cnf	0.1	0.34	0.06	0.04	0.2	0.16	0.06	0.16	0.24	0.18	0.06	0.28	0.38	0.22	0.04	0.26	0.16	0.06	0.36	0.58
SWGCP_only_5000/SWlin2006.15287.cnf	0.16	0.4	0.06	0.06	0.24	0.2	0.08	0.22	0.28	0.18	0.12	0.3	0.5	0.22	0.06	0.28	0.18	0.08	0.46	0.72
SWGCP_only_5000/SWlin2006.15288.cnf	0.18	0.26	0.08	0.08	0.24	0.24	0.06	0.22	0.3	0.22	0.08	0.38	0.34	0.28	0.08	0.32	0.18	0.08	0.48	0.86
SWGCP_only_5000/SWlin2006.15289.cnf	0.3	0.54	0.1	0.12	0.52	0.4	0.12	0.32	0.48	0.34	0.14	0.58	0.84	0.8	0.12	0.54	0.36	0.12	0.74	1.88
SWGCP_only_5000/SWlin2006.15290.cnf	0.16	0.4	0.04	0.06	0.24	0.22	0.1	0.22	0.34	0.24	0.1	0.42	0.46	0.32	0.06	0.32	0.18	0.08	0.58	0.76
SWGCP_only_5000/SWlin2006.15291.cnf	0.14	0.24	0.08	0.04	0.22	0.22	0.06	0.2	0.22	0.24	0.08	0.26	0.3	0.26	0.06	0.26	0.18	0.08	0.38	0.8
SWGCP_only_5000/SWlin2006.15292.cnf	0.16	0.5	0.08	0.08	0.34	0.32	0.1	0.26	0.32	0.36	0.1	0.5	0.88	0.32	0.1	0.42	0.2	0.1	0.72	1.3
SWGCP_only_5000/SWlin2006.15293.cnf	0.18	0.32	0.08	0.08	0.08	0.26	0.08	0.26	0.2	0.06	0.08	0.48	0.72	0.08	0.1	0.38	0.2	0.08	0.38	0.98
SWGCP_only_5000/SWlin2006.15294.cnf	0.28	0.32	0.1	0.12	0.46	0.38	0.12	0.36	0.5	0.42	0.14	0.62	0.18	0.38	0.1	0.56	0.16	0.1	0.58	1.64
SWGCP_only_5000/SWlin2006.15295.cnf	0.12	0.4	0.06	0.06	0.22	0.2	0.08	0.18	0.26	0.22	0.08	0.32	0.48	0.32	0.06	0.26	0.16	0.06	0.48	0.6
SWGCP_only_5000/SWlin2006.15296.cnf	0.18	0.08	0.06	0.04	0.26	0.24	0.1	0.26	0.36	0.26	0.06	0.42	0.04	0.32	0.04	0.06	0.22	0.08	0.6	0.86
SWGCP_only_5000/SWlin2006.15297.cnf	0.04	0.5	0.06	0.08	0.06	0.12	0.08	0.04	0.38	0.26	0.1	0.42	0.6	0.06	0.08	0.34	0.22	0.1	0.24	0.92
SWGCP_only_5000/SWlin2006.15298.cnf	0.2	0.6	0.1	0.1	0.34	0.36	0.1	0.34	0.44	0.34	0.1	0.6	0.94	0.54	0.1	0.44	0.3	0.1	0.78	1.44
SWGCP_only_5000/SWlin2006.15299.cnf	0.18	0.54	0.08	0.08	0.26	0.26	0.08	0.26	0.36	0.3	0.1	0.44	0.66	0.34	0.08	0.34	0.2	0.08	0.68	0.92
SWGCP_only_5000/SWlin2006.15300.cnf	0.26	0.66	0.1	0.12	0.38	0.4	0.12	0.42	0.54	0.52	0.14	0.5	0.92	0.62	0.12	0.46	0.26	0.1	0.8	1.74
SWGCP_only_5000/SWlin2006.15301.cnf	0.26	0.32	0.12	0.1	0.36	0.34	0.12	0.38	0.58	0.44	0.12	0.1	0.6	0.58	0.08	0.44	0.36	0.1	1.12	1.7
SWGCP_only_5000/SWlin2006.15302.cnf	0.2	0.42	0.08	0.08	0.3	0.3	0.1	0.3	0.44	0.32	0.1	0.38	0.64	0.38	0.08	0.4	0.24	0.1	0.62	1.08
SWGCP_only_5000/SWlin2006.15303.cnf	0.22	0.14	0.08	0.06	0.3	0.32	0.12	0.34	0.38	0.28	0.12	0.62	0.42	0.4	0.08	0.36	0.2	0.1	0.84	1.22
SWGCP_only_5000/SWlin2006.15304.cnf	0.16	0.38	0.06	0.06	0.22	0.22	0.08	0.2	0.3	0.22	0.06	0.38	0.54	0.28	0.06	0.34	0.18	0.08	0.54	0.76
SWGCP_only_5000/SWlin2006.15305.cnf	0.18	0.02	0.08	0.08	0.34	0.26	0.08	0.26	0.42	0.32	0.1	0.54	0.5	0.48	0.08	0.42	0.26	0.1	0.18	1.06
SWGCP_only_5000/SWlin2006.15306.cnf	0.12	0.32	0.04	0.06	0.2	0.2	0.06	0.16	0.24	0.18	0.08	0.3	0.38	0.28	0.06	0.26	0.16	0.08	0.46	0.56
SWGCP_only_5000/SWlin2006.15307.cnf	0.1	0.32	0.06	0.04	0.16	0.16	0.08	0.16	0.22	0.16	0.04	0.26	0.38	0.24	0.06	0.22	0.14	0.08	0.38	0.48
SWGCP_only_5000/SWlin2006.15308.cnf	0.1	0.26	0.06	0.04	0.16	0.14	0.08	0.14	0.18	0.12	0.04	0.22	0.28	0.22	0.04	0.18	0.1	0.06	0.32	0.42
SWGCP_only_5000/SWlin2006.15309.cnf	0.28	0.4	0.1	0.12	0.4	0.38	0.14	0.42	0.68	0.36	0.14	0.7	0.76	0.68	0.12	0.42	0.3	0.1	0.2	1.82
SWGCP_only_5000/SWlin2006.15310.cnf	0.18	0.28	0.04	0.06	0.2	0.2	0.06	0.2	0.24	0.22	0.08	0.28	0.36	0.28	0.04	0.26	0.14	0.08	0.44	0.68
SWGCP_only_5000/SWlin2006.15311.cnf	0.18	0.24	0.08	0.08	0.36	0.32	0.08	0.26	0.24	0.32	0.1	0.5	0.26	0.24	0.08	0.42	0.18	0.1	0.72	1.28
SWGCP_only_5000/SWlin2006.15312.cnf	0.02	0.0	0.04	0.06	0.02	0.0	0.02	0.02	0.0	0.0	0.04	0.0	0.02	0.0	0.04	0.0	0.0	0.08	0.16	0.44
SWGCP_only_5000/SWlin2006.15313.cnf	0.22	0.46	0.1	0.1	0.36	0.34	0.14	0.22	0.68	0.38	0.1	0.56	0.62	0.16	0.1	0.48	0.24	0.12	0.68	1.74
SWGCP_only_5000/SWlin2006.15314.cnf	0.14	0.38	0.08	0.06	0.34	0.38	0.12	0.16	0.58	0.1	0.1	0.38	0.86	0.26	0.08	0.3	0.24	0.1	0.64	1.4
SWGCP_only_5000/SWlin2006.15315.cnf	0.2	0.02	0.04	0.06	0.12	0.28	0.08	0.02	0.3	0.04	0.1	0.08	0.12	0.04	0.08	0.36	0.1	0.08	0.5	0.96
SWGCP_only_5000/SWlin2006.15316.cnf	0.14	0.28	0.06	0.08	0.22	0.24	0.08	0.2	0.26	0.22	0.08	0.4	0.46	0.32	0.06	0.3	0.18	0.08	0.58	0.78
SWGCP_only_5000/SWlin2006.15317.cnf	0.08	0.14	0.04	0.04	0.16	0.12	0.06	0.14	0.14	0.16	0.06	0.2	0.18	0.16	0.06	0.14	0.08	0.08	0.28	0.48
SWGCP_only_5000/SWlin2006.15318.cnf	0.34	0.1	0.1	0.12	0.46	0.5	0.14	0.34	0.58	0.42	0.14	0.46	0.94	0.66	0.1	0.68	0.32	0.12	1.04	1.96
SWGCP_only_5000/SWlin2006.15319.cnf	0.22	0.06	0.1	0.06	0.36	0.32	0.1	0.32	0.4	0.3	0.1	0.08	0.58	0.42	0.08	0.06	0.08	0.08	0.6	1.2
SWGCP_only_5000/SWlin2006.15320.cnf	0.04	0.0	0.06	0.06	0.24	0.24	0.06	0.22	0.02	0.26	0.1	0.4	0.08	0.08	0.06	0.3	0.06	0.06	0.52	0.74
SWGCP_only_5000/SWlin2006.15321.cnf	0.2	0.1	0.08	0.1	0.38	0.16	0.12	0.4	0.06	0.42	0.12	0.06	0.9	0.6	0.08	0.4	0.28	0.12	0.88	1.54
SWGCP_only_5000/SWlin2006.15322.cnf	0.26	0.6	0.1	0.1	0.06	0.44	0.1	0.12	0.6	0.44	0.12	0.7	0.9	0.16	0.06	0.48	0.32	0.1	0.52	1.74
SWGCP_only_5000/SWlin2006.15323.cnf	0.18	0.3	0.08	0.06	0.26	0.22	0.1	0.24	0.26	0.26	0.1	0.3	0.4	0.3	0.06	0.3	0.18	0.08	0.5	0.86
SWGCP_only_5000/SWlin2006.15324.cnf	0.22	0.22	0.08	0.08	0.08	0.28	0.1	0.34	0.42	0.32	0.12	0.42	0.82	0.42	0.06	0.2	0.22	0.1	0.52	1.26
SWGCP_only_5000/SWlin2006.15325.cnf	0.0	0.0	0.06	0.06	0.02	0.02	0.06	0.02	0.0	0.02	0.04	0.02	0.08	0.04	0.06	0.18	0.04	0.08	0.3	0.54
SWGCP_only_5000/SWlin2006.15326.cnf	0.24	0.3	0.08	0.08	0.16	0.28	0.12	0.34	0.52	0.06	0.1	0.5	0.14	0.2	0.1	0.5	0.08	0.1	0.4	1.5
SWGCP_only_5000/SWlin2006.15327.cnf	0.26	0.76	0.12	0.1	0.5	0.42	0.14	0.32	0.42	0.4	0.12	0.64	0.9	0.68	0.1	0.5	0.28	0.12	1.02	1.82
SWGCP_only_5000/SWlin2006.15328.cnf	0.04	0.08	0.04	0.06	0.16	0.02	0.04	0.02	0.0	0.18	0.06	0.0	0.1	0.28	0.06	0.22	0.0	0.08	0.22	0.6
SWGCP_only_5000/SWlin2006.15329.cnf	0.28	0.9	0.1	0.1	0.38	0.42	0.12	0.34	0.1	0.12	0.14	0.48	0.84	0.56	0.12	0.52	0.28	0.12	0.78	1.66
SWGCP_only_5000/SWlin2006.15330.cnf	0.24	0.68	0.08	0.12	0.12	0.3	0.12	0.34	0.52	0.48	0.12	0.72	0.86	0.58	0.1	0.54	0.28	0.12	0.62	1.52
SWGCP_only_5000/SWlin2006.15331.cnf	0.14	0.42	0.06	0.06	0.22	0.2	0.08	0.2	0.32	0.24	0.08	0.32	0.54	0.34	0.06	0.3	0.18	0.08	0.54	0.72
SWGCP_only_5000/SWlin2006.15332.cnf	0.22	0.42	0.08	0.1	0.36	0.38	0.12	0.32	0.42	0.32	0.1	0.44	0.66	0.42	0.1	0.42	0.22	0.12	0.7	1.5
SWGCP_only_5000/SWlin2006.15333.cnf	0.2	0.56	0.08	0.1	0.42	0.34	0.12	0.28	0.52	0.32	0.1	0.1	0.14	0.6	0.08	0.54	0.2	0.1	0.84	1.36
SWGCP_only_5000/SWlin2006.15334.cnf	0.24	0.4	0.08	0.08	0.34	0.38	0.1	0.3	0.34	0.4	0.12	0.46	0.54	0.34	0.08	0.42	0.22	0.12	0.76	1.42
SWGCP_only_5000/SWlin2006.15335.cnf	0.16	0.2	0.06	0.06	0.24	0.22	0.08	0.22	0.22	0.22	0.08	0.32	0.22	0.16	0.08	0.26	0.14	0.08	0.4	0.82
SWGCP_only_5000/SWlin2006.15336.cnf	0.18	0.48	0.06	0.08	0.34	0.3	0.08	0.26	0.38	0.3	0.1	0.58	0.5	0.4	0.08	0.38	0.26	0.1	0.48	1.08
SWGCP_only_5000/SWlin2006.15337.cnf	0.28	0.5	0.1	0.14	0.44	0.38	0.14	0.42	0.38	0.4	0.12	0.62	0.64	0.5	0.1	0.58	0.34	0.1	1.28	1.9
SWGCP_only_5000/SWlin2006.15338.cnf	0.26	0.1	0.08	0.08	0.34	0.32	0.1	0.2	0.08	0.36	0.1	0.3	0.86	0.44	0.08	0.48	0.26	0.1	0.76	1.3
SWGCP_only_5000/SWlin2006.15339.cnf	0.26	0.34	0.1	0.1	0.42	0.34	0.12	0.34	0.3	0.34	0.16	0.62	0.48	0.48	0.12	0.52	0.32	0.12	0.86	1.92
SWGCP_only_5000/SWlin2006.15340.cnf	0.18	0.44	0.08	0.06	0.28	0.3	0.08	0.26	0.36	0.26	0.08	0.48	0.62	0.42	0.06	0.38	0.18	0.1	0.48	0.96
SWGCP_only_5000/SWlin2006.15341.cnf	0.28	0.32	0.1	0.1	0.44	0.48	0.12	0.4	0.62	0.46	0.12	0.56	0.9	0.62	0.12	0.5	0.34	0.12	1.0	1.84
SWGCP_only_5000/SWlin2006.15342.cnf	0.08	0.22	0.06	0.06	0.16	0.14	0.08	0.14	0.16	0.16	0.06	0.22	0.26	0.2	0.06	0.2	0.14	0.04	0.32	0.46
SWGCP_only_5000/SWlin2006.15343.cnf	0.14	0.08	0.06	0.06	0.28	0.26	0.08	0.1	0.08	0.22	0.1	0.46	0.64	0.4	0.08	0.32	0.2	0.08	0.5	0.88
SWGCP_only_5000/SWlin2006.15344.cnf	0.22	0.08	0.1	0.08	0.32	0.38	0.08	0.34	0.06	0.4	0.08	0.62	0.1	0.12	0.1	0.46	0.1	0.1	0.46	1.32
SWGCP_only_5000/SWlin2006.15345.cnf	0.1	0.22	0.04	0.06	0.16	0.16	0.04	0.12	0.16	0.16	0.06	0.2	0.28	0.2	0.04	0.18	0.12	0.06	0.32	0.44
SWGCP_only_5000/SWlin2006.15346.cnf	0.16	0.2	0.08	0.08	0.28	0.3	0.08	0.28	0.2	0.28	0.1	0.32	0.22	0.2	0.1	0.34	0.14	0.08	0.48	1.36
SWGCP_only_5000/SWlin2006.15347.cnf	0.26	0.1	0.1	0.1	0.42	0.4	0.1	0.4	0.52	0.4	0.14	0.26	0.28	0.56	0.12	0.5	0.3	0.1	1.02	1.66
SWGCP_only_5000/SWlin2006.15348.cnf	0.24	0.48	0.08	0.08	0.32	0.36	0.12	0.3	0.18	0.4	0.12	0.44	0.14	0.32	0.08	0.14	0.28	0.1	0.7	1.28
SWGCP_only_5000/SWlin2006.15349.cnf	0.16	0.3	0.06	0.06	0.3	0.26	0.08	0.2	0.34	0.28	0.08	0.36	0.54	0.4	0.08	0.3	0.18	0.08	0.52	0.9
SWGCP_only_5000/SWlin2006.15350.cnf	0.2	0.32	0.08	0.08	0.3	0.26	0.08	0.28	0.32	0.3	0.1	0.4	0.48	0.32	0.08	0.38	0.22	0.1	0.64	1.14
SWGCP_only_5000/SWlin2006.15351.cnf	0.28	0.48	0.1	0.1	0.36	0.32	0.1	0.16	0.32	0.46	0.1	0.1	0.88	0.4	0.1	0.5	0.22	0.12	0.88	1.54
SWGCP_only_5000/SWlin2006.15352.cnf	0.26	0.6	0.12	0.12	0.44	0.46	0.12	0.4	0.72	0.52	0.12	0.56	0.7	0.74	0.1	0.14	0.36	0.12	1.08	1.84
SWGCP_only_5000/SWlin2006.15353.cnf	0.26	0.98	0.1	0.1	0.54	0.44	0.1	0.44	0.5	0.42	0.12	0.72	0.78	0.6	0.1	0.54	0.26	0.14	0.7	1.94
SWGCP_only_5000/SWlin2006.15354.cnf	0.18	0.36	0.06	0.06	0.24	0.24	0.1	0.22	0.3	0.26	0.1	0.34	0.54	0.28	0.08	0.28	0.18	0.08	0.48	0.84
SWGCP_only_5000/SWlin2006.15355.cnf	0.28	0.72	0.1	0.12	0.12	0.38	0.12	0.22	0.6	0.5	0.14	0.66	0.12	0.58	0.12	0.46	0.28	0.12	0.62	1.88
SWGCP_only_5000/SWlin2006.15356.cnf	0.28	0.18	0.1	0.1	0.38	0.38	0.14	0.44	0.46	0.48	0.14	0.8	0.8	0.54	0.1	0.42	0.26	0.1	0.98	1.7
SWGCP_only_5000/SWlin2006.15357.cnf	0.16	0.24	0.06	0.06	0.08	0.12	0.08	0.12	0.0	0.04	0.08	0.06	0.1	0.24	0.08	0.04	0.06	0.06	0.44	0.82
SWGCP_only_5000/SWlin2006.15358.cnf	0.14	0.3	0.06	0.06	0.22	0.2	0.08	0.16	0.24	0.16	0.08	0.28	0.32	0.28	0.06	0.24	0.16	0.06	0.4	0.7
SWGCP_only_5000/SWlin2006.15359.cnf	0.24	0.36	0.1	0.08	0.38	0.14	0.1	0.32	0.5	0.1	0.14	0.62	0.86	0.12	0.1	0.46	0.3	0.1	0.86	1.48
SWGCP_only_5000/SWlin2006.15360.cnf	0.18	0.58	0.06	0.04	0.32	0.28	0.1	0.24	0.36	0.34	0.1	0.42	0.64	0.3	0.08	0.36	0.22	0.1	0.78	1.06
SWGCP_only_5000/SWlin2006.15361.cnf	0.14	0.02	0.06	0.06	0.1	0.08	0.08	0.18	0.32	0.02	0.04	0.3	0.0	0.14	0.04	0.3	0.02	0.08	0.52	0.66
