	CPU_Param_1	CPU_Param_2	CPU_Param_3	CPU_Param_4	CPU_Param_5	CPU_Param_6	CPU_Param_7	CPU_Param_8	CPU_Param_9	CPU_Param_10	CPU_Param_11	CPU_Param_12	CPU_Param_13	CPU_Param_14	CPU_Param_15	CPU_Param_16	CPU_Param_17	CPU_Param_18	CPU_Param_119	CPU_Param_20
SWGCP_only_5000/SWlin2006.18036.cnf	0.28	0.66	0.12	0.1	0.46	0.4	0.14	0.36	0.54	0.46	0.14	0.6	0.1	0.72	0.08	0.62	0.36	0.12	0.92	1.82
SWGCP_only_5000/SWlin2006.18037.cnf	0.16	0.46	0.06	0.04	0.1	0.24	0.06	0.02	0.34	0.28	0.08	0.36	0.52	0.02	0.06	0.02	0.18	0.06	0.52	0.74
SWGCP_only_5000/SWlin2006.18038.cnf	0.12	0.24	0.04	0.06	0.16	0.16	0.04	0.12	0.18	0.16	0.04	0.22	0.28	0.2	0.06	0.22	0.12	0.08	0.34	0.46
SWGCP_only_5000/SWlin2006.18039.cnf	0.22	0.64	0.08	0.1	0.12	0.32	0.1	0.3	0.18	0.34	0.1	0.48	0.06	0.26	0.08	0.42	0.2	0.08	0.54	1.22
SWGCP_only_5000/SWlin2006.18040.cnf	0.04	0.04	0.06	0.06	0.22	0.0	0.04	0.18	0.26	0.0	0.04	0.04	0.04	0.02	0.04	0.28	0.0	0.08	0.44	0.62
SWGCP_only_5000/SWlin2006.18041.cnf	0.12	0.38	0.06	0.04	0.22	0.2	0.06	0.18	0.26	0.2	0.08	0.26	0.42	0.32	0.06	0.28	0.16	0.06	0.46	0.62
SWGCP_only_5000/SWlin2006.18042.cnf	0.2	0.04	0.08	0.08	0.18	0.36	0.1	0.3	0.06	0.4	0.1	0.6	0.1	0.1	0.1	0.4	0.3	0.1	0.9	1.32
SWGCP_only_5000/SWlin2006.18043.cnf	0.26	0.42	0.08	0.12	0.36	0.36	0.1	0.34	0.54	0.36	0.14	0.52	0.54	0.36	0.08	0.52	0.24	0.14	0.72	1.82
SWGCP_only_5000/SWlin2006.18044.cnf	0.28	0.84	0.08	0.12	0.46	0.44	0.1	0.34	0.5	0.4	0.1	0.56	0.74	0.42	0.12	0.52	0.3	0.12	0.68	1.94
SWGCP_only_5000/SWlin2006.18045.cnf	0.22	0.06	0.06	0.12	0.06	0.38	0.1	0.32	0.38	0.3	0.12	0.58	0.88	0.44	0.08	0.5	0.2	0.12	0.24	1.46
SWGCP_only_5000/SWlin2006.18046.cnf	0.12	0.56	0.08	0.1	0.32	0.34	0.08	0.1	0.48	0.36	0.12	0.54	0.68	0.5	0.1	0.42	0.24	0.08	0.66	1.2
SWGCP_only_5000/SWlin2006.18047.cnf	0.2	0.62	0.12	0.12	0.42	0.48	0.12	0.38	0.58	0.4	0.16	0.62	0.66	0.48	0.12	0.52	0.18	0.12	1.22	1.8
SWGCP_only_5000/SWlin2006.18048.cnf	0.22	0.52	0.08	0.06	0.28	0.24	0.1	0.24	0.4	0.26	0.1	0.34	0.62	0.42	0.08	0.3	0.2	0.08	0.68	0.9
SWGCP_only_5000/SWlin2006.18049.cnf	0.16	0.16	0.06	0.06	0.2	0.18	0.06	0.2	0.18	0.22	0.08	0.28	0.2	0.18	0.06	0.24	0.14	0.08	0.4	0.68
SWGCP_only_5000/SWlin2006.18050.cnf	0.2	0.46	0.08	0.08	0.32	0.34	0.1	0.32	0.32	0.34	0.1	0.44	0.64	0.48	0.1	0.4	0.28	0.1	0.56	1.48
SWGCP_only_5000/SWlin2006.18051.cnf	0.2	0.4	0.08	0.08	0.32	0.38	0.1	0.28	0.38	0.34	0.12	0.54	0.5	0.42	0.1	0.42	0.2	0.1	0.78	1.28
SWGCP_only_5000/SWlin2006.18052.cnf	0.24	0.36	0.1	0.12	0.36	0.32	0.1	0.34	0.28	0.32	0.12	0.4	0.42	0.38	0.08	0.4	0.26	0.12	0.68	1.7
SWGCP_only_5000/SWlin2006.18053.cnf	0.16	0.6	0.08	0.08	0.32	0.26	0.1	0.28	0.42	0.28	0.1	0.46	0.7	0.5	0.08	0.36	0.2	0.08	0.72	1.06
SWGCP_only_5000/SWlin2006.18054.cnf	0.26	0.36	0.1	0.1	0.2	0.36	0.1	0.34	0.46	0.38	0.12	0.52	0.62	0.38	0.1	0.5	0.24	0.1	0.34	1.44
SWGCP_only_5000/SWlin2006.18055.cnf	0.14	0.34	0.06	0.08	0.22	0.22	0.06	0.18	0.3	0.22	0.08	0.34	0.4	0.3	0.04	0.28	0.16	0.06	0.46	0.64
SWGCP_only_5000/SWlin2006.18056.cnf	0.14	0.36	0.08	0.06	0.2	0.18	0.08	0.18	0.24	0.18	0.08	0.32	0.44	0.28	0.06	0.22	0.14	0.08	0.38	0.6
SWGCP_only_5000/SWlin2006.18057.cnf	0.24	0.42	0.1	0.1	0.38	0.34	0.12	0.36	0.5	0.36	0.12	0.58	1.0	0.66	0.08	0.5	0.24	0.1	0.2	1.44
SWGCP_only_5000/SWlin2006.18058.cnf	0.12	0.16	0.04	0.04	0.12	0.14	0.08	0.1	0.14	0.14	0.06	0.18	0.24	0.16	0.06	0.18	0.12	0.06	0.28	0.44
SWGCP_only_5000/SWlin2006.18059.cnf	0.22	0.56	0.08	0.08	0.28	0.3	0.1	0.28	0.42	0.32	0.1	0.52	0.6	0.44	0.08	0.38	0.2	0.1	0.64	1.02
SWGCP_only_5000/SWlin2006.18060.cnf	0.24	0.26	0.08	0.1	0.4	0.36	0.1	0.36	0.06	0.04	0.1	0.48	0.88	0.06	0.12	0.26	0.24	0.1	0.82	1.32
SWGCP_only_5000/SWlin2006.18061.cnf	0.14	0.74	0.1	0.1	0.42	0.3	0.12	0.34	0.58	0.48	0.12	0.38	0.28	0.56	0.12	0.5	0.34	0.12	0.98	1.68
SWGCP_only_5000/SWlin2006.18062.cnf	0.14	0.24	0.04	0.08	0.22	0.2	0.06	0.18	0.16	0.2	0.08	0.28	0.3	0.28	0.06	0.22	0.16	0.08	0.42	0.66
SWGCP_only_5000/SWlin2006.18063.cnf	0.24	0.8	0.08	0.1	0.16	0.4	0.12	0.4	0.2	0.5	0.14	0.46	0.9	0.5	0.1	0.5	0.32	0.12	1.0	1.8
SWGCP_only_5000/SWlin2006.18064.cnf	0.22	0.54	0.08	0.08	0.28	0.26	0.1	0.26	0.36	0.36	0.12	0.44	0.44	0.42	0.1	0.4	0.2	0.08	0.62	1.18
SWGCP_only_5000/SWlin2006.18065.cnf	0.14	0.44	0.08	0.06	0.2	0.22	0.06	0.04	0.26	0.24	0.08	0.38	0.04	0.06	0.06	0.0	0.04	0.06	0.08	0.72
SWGCP_only_5000/SWlin2006.18066.cnf	0.14	0.34	0.04	0.06	0.02	0.2	0.08	0.14	0.24	0.1	0.08	0.3	0.02	0.24	0.06	0.22	0.16	0.06	0.36	0.56
SWGCP_only_5000/SWlin2006.18067.cnf	0.16	0.28	0.06	0.04	0.28	0.2	0.08	0.24	0.06	0.16	0.08	0.42	0.08	0.34	0.08	0.34	0.18	0.1	0.58	0.82
SWGCP_only_5000/SWlin2006.18068.cnf	0.28	0.48	0.12	0.1	0.46	0.42	0.14	0.46	0.46	0.38	0.16	0.54	0.68	0.4	0.1	0.48	0.32	0.12	0.92	1.98
SWGCP_only_5000/SWlin2006.18069.cnf	0.22	0.5	0.06	0.08	0.28	0.26	0.1	0.28	0.42	0.32	0.1	0.48	0.42	0.52	0.1	0.42	0.24	0.12	0.72	1.18
SWGCP_only_5000/SWlin2006.18070.cnf	0.18	0.6	0.06	0.08	0.28	0.3	0.06	0.28	0.36	0.3	0.1	0.38	0.08	0.38	0.08	0.32	0.24	0.08	0.6	0.96
SWGCP_only_5000/SWlin2006.18071.cnf	0.2	0.34	0.06	0.06	0.28	0.24	0.08	0.26	0.34	0.26	0.08	0.46	0.56	0.32	0.06	0.38	0.22	0.1	0.56	0.92
SWGCP_only_5000/SWlin2006.18072.cnf	0.12	0.22	0.06	0.06	0.16	0.16	0.06	0.14	0.16	0.16	0.06	0.2	0.26	0.2	0.06	0.2	0.12	0.06	0.3	0.46
SWGCP_only_5000/SWlin2006.18073.cnf	0.26	0.1	0.1	0.1	0.42	0.38	0.14	0.36	0.34	0.22	0.12	0.58	0.82	0.36	0.12	0.54	0.34	0.12	0.9	1.76
SWGCP_only_5000/SWlin2006.18074.cnf	0.2	0.66	0.1	0.12	0.44	0.36	0.12	0.42	0.44	0.1	0.14	0.8	0.6	0.56	0.12	0.26	0.32	0.12	0.76	1.8
SWGCP_only_5000/SWlin2006.18075.cnf	0.2	0.06	0.08	0.08	0.34	0.34	0.1	0.16	0.46	0.34	0.12	0.54	0.74	0.26	0.1	0.46	0.24	0.12	0.9	1.28
SWGCP_only_5000/SWlin2006.18076.cnf	0.22	0.58	0.06	0.1	0.28	0.3	0.1	0.26	0.38	0.24	0.1	0.56	0.74	0.4	0.08	0.42	0.24	0.1	0.68	1.1
SWGCP_only_5000/SWlin2006.18077.cnf	0.14	0.22	0.04	0.08	0.22	0.16	0.08	0.18	0.22	0.18	0.06	0.28	0.34	0.24	0.06	0.24	0.12	0.08	0.38	0.6
SWGCP_only_5000/SWlin2006.18078.cnf	0.24	0.62	0.08	0.1	0.36	0.46	0.12	0.42	0.56	0.38	0.12	0.54	0.68	0.4	0.12	0.5	0.3	0.12	0.98	1.76
SWGCP_only_5000/SWlin2006.18079.cnf	0.14	0.2	0.06	0.06	0.18	0.18	0.06	0.16	0.22	0.2	0.08	0.3	0.24	0.2	0.06	0.24	0.14	0.08	0.38	0.68
SWGCP_only_5000/SWlin2006.18080.cnf	0.12	0.32	0.06	0.06	0.18	0.16	0.06	0.16	0.22	0.18	0.06	0.28	0.36	0.24	0.06	0.18	0.14	0.08	0.36	0.46
SWGCP_only_5000/SWlin2006.18081.cnf	0.14	0.4	0.04	0.06	0.24	0.2	0.06	0.18	0.3	0.22	0.06	0.34	0.48	0.34	0.08	0.24	0.16	0.08	0.42	0.7
SWGCP_only_5000/SWlin2006.18082.cnf	0.14	0.32	0.04	0.06	0.2	0.2	0.06	0.16	0.24	0.2	0.06	0.32	0.38	0.22	0.06	0.22	0.16	0.08	0.44	0.6
SWGCP_only_5000/SWlin2006.18083.cnf	0.26	0.1	0.1	0.08	0.36	0.4	0.12	0.4	0.58	0.4	0.1	0.6	0.56	0.6	0.1	0.14	0.28	0.12	0.72	1.68
SWGCP_only_5000/SWlin2006.18084.cnf	0.02	0.0	0.02	0.04	0.02	0.0	0.02	0.0	0.0	0.02	0.02	0.0	0.0	0.06	0.02	0.04	0.02	0.08	0.0	0.42
SWGCP_only_5000/SWlin2006.18085.cnf	0.1	0.32	0.04	0.06	0.16	0.14	0.02	0.16	0.2	0.18	0.08	0.26	0.38	0.24	0.06	0.24	0.14	0.06	0.36	0.46
SWGCP_only_5000/SWlin2006.18086.cnf	0.2	0.86	0.1	0.1	0.36	0.42	0.12	0.36	0.6	0.46	0.12	0.64	0.32	0.62	0.1	0.52	0.16	0.12	1.08	1.66
SWGCP_only_5000/SWlin2006.18087.cnf	0.22	0.14	0.1	0.1	0.42	0.38	0.12	0.34	0.2	0.4	0.12	0.44	0.8	0.58	0.08	0.52	0.26	0.08	0.74	1.42
SWGCP_only_5000/SWlin2006.18088.cnf	0.24	0.38	0.12	0.1	0.36	0.38	0.12	0.32	0.36	0.36	0.12	0.5	0.58	0.4	0.08	0.46	0.26	0.14	0.86	1.84
SWGCP_only_5000/SWlin2006.18089.cnf	0.2	0.28	0.1	0.1	0.38	0.3	0.12	0.34	0.36	0.32	0.1	0.42	0.42	0.3	0.1	0.4	0.2	0.08	0.74	1.42
SWGCP_only_5000/SWlin2006.18090.cnf	0.26	0.8	0.1	0.12	0.38	0.34	0.12	0.34	0.54	0.36	0.12	0.66	0.68	0.5	0.1	0.5	0.32	0.1	0.72	1.56
SWGCP_only_5000/SWlin2006.18091.cnf	0.28	0.86	0.1	0.12	0.44	0.4	0.12	0.42	0.54	0.46	0.12	0.6	0.54	0.52	0.1	0.5	0.3	0.12	0.92	1.8
SWGCP_only_5000/SWlin2006.18092.cnf	0.2	0.48	0.08	0.08	0.08	0.06	0.08	0.32	0.04	0.36	0.1	0.14	0.6	0.4	0.08	0.36	0.26	0.08	0.66	1.24
SWGCP_only_5000/SWlin2006.18093.cnf	0.16	0.16	0.06	0.08	0.26	0.26	0.08	0.2	0.2	0.24	0.08	0.3	0.2	0.22	0.08	0.32	0.18	0.06	0.5	1.02
SWGCP_only_5000/SWlin2006.18094.cnf	0.2	0.62	0.08	0.06	0.32	0.3	0.08	0.28	0.32	0.3	0.1	0.48	0.64	0.44	0.08	0.42	0.2	0.1	0.7	1.06
SWGCP_only_5000/SWlin2006.18095.cnf	0.18	0.54	0.06	0.08	0.26	0.24	0.08	0.28	0.38	0.3	0.1	0.42	0.3	0.44	0.08	0.18	0.2	0.08	0.42	0.92
SWGCP_only_5000/SWlin2006.18096.cnf	0.16	0.42	0.06	0.06	0.26	0.26	0.08	0.22	0.26	0.24	0.1	0.38	0.42	0.28	0.08	0.34	0.2	0.08	0.46	0.88
SWGCP_only_5000/SWlin2006.18097.cnf	0.28	0.54	0.1	0.12	0.34	0.4	0.12	0.34	0.1	0.46	0.12	0.56	0.14	0.46	0.06	0.46	0.26	0.12	0.8	1.62
SWGCP_only_5000/SWlin2006.18098.cnf	0.24	0.5	0.1	0.1	0.32	0.38	0.12	0.34	0.46	0.4	0.12	0.46	0.78	0.48	0.1	0.4	0.28	0.12	0.7	1.54
SWGCP_only_5000/SWlin2006.18099.cnf	0.24	0.92	0.08	0.1	0.32	0.4	0.1	0.32	0.64	0.38	0.1	0.64	0.58	0.6	0.1	0.54	0.34	0.12	0.78	1.52
SWGCP_only_5000/SWlin2006.18100.cnf	0.18	0.04	0.06	0.06	0.26	0.26	0.08	0.28	0.38	0.28	0.1	0.48	0.68	0.32	0.08	0.38	0.1	0.08	0.74	1.0
SWGCP_only_5000/SWlin2006.18101.cnf	0.26	0.48	0.12	0.1	0.44	0.48	0.14	0.1	0.66	0.44	0.16	0.66	0.66	0.72	0.12	0.58	0.26	0.12	0.84	2.0
SWGCP_only_5000/SWlin2006.18102.cnf	0.1	0.2	0.06	0.06	0.16	0.16	0.06	0.14	0.16	0.16	0.08	0.22	0.32	0.22	0.04	0.22	0.14	0.08	0.38	0.52
SWGCP_only_5000/SWlin2006.18103.cnf	0.24	0.04	0.08	0.06	0.28	0.06	0.1	0.14	0.14	0.34	0.08	0.52	0.06	0.06	0.06	0.42	0.24	0.08	0.66	1.02
SWGCP_only_5000/SWlin2006.18104.cnf	0.1	0.16	0.06	0.04	0.14	0.12	0.06	0.12	0.14	0.14	0.04	0.18	0.18	0.14	0.04	0.16	0.1	0.08	0.26	0.4
SWGCP_only_5000/SWlin2006.18105.cnf	0.22	0.64	0.08	0.1	0.32	0.4	0.12	0.3	0.46	0.36	0.12	0.66	0.54	0.4	0.08	0.42	0.26	0.12	0.7	1.48
SWGCP_only_5000/SWlin2006.18106.cnf	0.26	0.06	0.1	0.12	0.48	0.42	0.1	0.34	0.36	0.48	0.14	0.7	1.0	0.5	0.12	0.58	0.28	0.12	0.8	1.66
SWGCP_only_5000/SWlin2006.18107.cnf	0.08	0.68	0.06	0.08	0.2	0.06	0.08	0.16	0.4	0.08	0.12	0.08	0.08	0.02	0.1	0.4	0.14	0.1	0.64	1.08
SWGCP_only_5000/SWlin2006.18108.cnf	0.04	0.04	0.06	0.08	0.1	0.14	0.04	0.02	0.04	0.1	0.06	0.08	0.02	0.1	0.04	0.04	0.08	0.08	0.04	0.72
SWGCP_only_5000/SWlin2006.18109.cnf	0.18	0.3	0.06	0.08	0.26	0.24	0.08	0.24	0.3	0.28	0.1	0.42	0.46	0.36	0.08	0.36	0.2	0.08	0.48	0.96
SWGCP_only_5000/SWlin2006.18110.cnf	0.24	0.16	0.12	0.1	0.48	0.4	0.12	0.4	0.42	0.48	0.12	0.64	0.28	0.48	0.12	0.5	0.32	0.12	1.1	1.6
SWGCP_only_5000/SWlin2006.18111.cnf	0.26	0.48	0.08	0.12	0.36	0.4	0.12	0.34	0.42	0.32	0.12	0.5	0.58	0.52	0.1	0.52	0.28	0.1	0.7	1.78
SWGCP_only_5000/SWlin2006.18112.cnf	0.2	0.34	0.08	0.08	0.34	0.34	0.1	0.32	0.34	0.28	0.1	0.56	0.38	0.4	0.08	0.42	0.2	0.08	0.64	1.2
SWGCP_only_5000/SWlin2006.18113.cnf	0.2	0.48	0.08	0.08	0.36	0.28	0.1	0.26	0.46	0.32	0.12	0.24	0.66	0.48	0.1	0.38	0.14	0.1	0.74	1.22
SWGCP_only_5000/SWlin2006.18114.cnf	0.12	0.18	0.06	0.04	0.16	0.14	0.04	0.14	0.16	0.16	0.06	0.22	0.22	0.18	0.04	0.18	0.1	0.06	0.28	0.42
SWGCP_only_5000/SWlin2006.18115.cnf	0.18	0.16	0.06	0.06	0.3	0.26	0.1	0.28	0.24	0.32	0.1	0.46	0.28	0.24	0.08	0.36	0.16	0.08	0.6	1.06
SWGCP_only_5000/SWlin2006.18116.cnf	0.12	0.0	0.06	0.06	0.02	0.08	0.06	0.04	0.0	0.02	0.08	0.28	0.02	0.06	0.06	0.22	0.02	0.08	0.22	0.52
SWGCP_only_5000/SWlin2006.18117.cnf	0.26	0.4	0.12	0.1	0.38	0.42	0.12	0.36	0.42	0.4	0.14	0.58	0.52	0.4	0.1	0.42	0.24	0.1	0.9	1.92
SWGCP_only_5000/SWlin2006.18118.cnf	0.2	0.44	0.1	0.1	0.38	0.36	0.1	0.36	0.4	0.36	0.12	0.6	0.42	0.38	0.1	0.42	0.24	0.14	0.64	1.62
SWGCP_only_5000/SWlin2006.18119.cnf	0.22	0.5	0.1	0.12	0.38	0.3	0.08	0.3	0.34	0.32	0.12	0.5	0.88	0.52	0.1	0.54	0.26	0.1	0.72	1.36
SWGCP_only_5000/SWlin2006.18120.cnf	0.2	0.38	0.1	0.1	0.36	0.32	0.12	0.32	0.36	0.32	0.14	0.42	0.36	0.38	0.1	0.38	0.22	0.1	0.78	1.62
SWGCP_only_5000/SWlin2006.18121.cnf	0.14	0.38	0.06	0.04	0.22	0.22	0.06	0.2	0.3	0.24	0.06	0.36	0.5	0.32	0.06	0.3	0.2	0.08	0.48	0.68
SWGCP_only_5000/SWlin2006.18122.cnf	0.22	0.6	0.1	0.08	0.16	0.28	0.1	0.32	0.06	0.22	0.1	0.1	0.12	0.46	0.06	0.38	0.22	0.12	0.7	1.16
SWGCP_only_5000/SWlin2006.18123.cnf	0.22	0.42	0.08	0.08	0.34	0.34	0.1	0.3	0.46	0.36	0.12	0.46	0.58	0.38	0.1	0.42	0.22	0.1	0.74	1.44
SWGCP_only_5000/SWlin2006.18124.cnf	0.04	0.02	0.06	0.08	0.02	0.14	0.04	0.08	0.02	0.02	0.08	0.02	0.04	0.08	0.04	0.04	0.06	0.06	0.14	0.66
SWGCP_only_5000/SWlin2006.18125.cnf	0.1	0.18	0.06	0.06	0.14	0.14	0.06	0.14	0.16	0.14	0.06	0.22	0.24	0.2	0.06	0.18	0.12	0.08	0.3	0.46
SWGCP_only_5000/SWlin2006.18126.cnf	0.24	0.22	0.08	0.1	0.42	0.36	0.1	0.32	0.48	0.02	0.1	0.08	0.12	0.62	0.1	0.52	0.1	0.12	0.78	1.42
SWGCP_only_5000/SWlin2006.18127.cnf	0.18	0.44	0.08	0.08	0.28	0.3	0.1	0.26	0.34	0.3	0.08	0.46	0.12	0.38	0.08	0.4	0.22	0.08	0.68	1.04
SWGCP_only_5000/SWlin2006.18128.cnf	0.28	0.12	0.08	0.1	0.48	0.44	0.12	0.36	0.4	0.44	0.14	0.52	0.72	0.56	0.1	0.62	0.32	0.1	0.38	1.72
SWGCP_only_5000/SWlin2006.18129.cnf	0.24	0.64	0.12	0.12	0.4	0.42	0.14	0.42	0.32	0.5	0.14	0.7	0.82	0.12	0.1	0.3	0.28	0.12	0.96	1.78
SWGCP_only_5000/SWlin2006.18130.cnf	0.18	0.56	0.06	0.08	0.28	0.26	0.06	0.26	0.38	0.32	0.08	0.42	0.66	0.44	0.08	0.4	0.24	0.08	0.5	0.92
SWGCP_only_5000/SWlin2006.18131.cnf	0.12	0.32	0.06	0.04	0.18	0.16	0.06	0.14	0.22	0.2	0.08	0.28	0.38	0.26	0.04	0.22	0.14	0.08	0.36	0.5
SWGCP_only_5000/SWlin2006.18132.cnf	0.28	0.94	0.1	0.12	0.4	0.4	0.14	0.36	0.54	0.18	0.12	0.6	0.12	0.58	0.1	0.4	0.3	0.12	0.26	1.74
SWGCP_only_5000/SWlin2006.18133.cnf	0.28	0.52	0.1	0.12	0.38	0.48	0.12	0.34	0.7	0.54	0.14	0.58	0.84	0.48	0.12	0.18	0.22	0.12	0.8	1.9
SWGCP_only_5000/SWlin2006.18134.cnf	0.08	0.4	0.06	0.06	0.22	0.2	0.08	0.18	0.28	0.04	0.08	0.12	0.48	0.26	0.06	0.12	0.16	0.08	0.42	0.62
SWGCP_only_5000/SWlin2006.18135.cnf	0.1	0.28	0.04	0.06	0.16	0.14	0.08	0.12	0.2	0.16	0.06	0.24	0.32	0.22	0.06	0.2	0.14	0.06	0.34	0.42
SWGCP_only_5000/SWlin2006.18136.cnf	0.2	0.6	0.1	0.1	0.34	0.4	0.1	0.28	0.44	0.36	0.14	0.56	0.76	0.52	0.1	0.4	0.28	0.1	0.86	1.52
SWGCP_only_5000/SWlin2006.18137.cnf	0.08	0.56	0.06	0.06	0.14	0.1	0.1	0.12	0.08	0.28	0.08	0.5	0.02	0.12	0.08	0.4	0.06	0.08	0.68	1.0
SWGCP_only_5000/SWlin2006.18138.cnf	0.28	0.86	0.1	0.12	0.52	0.42	0.16	0.44	0.7	0.42	0.14	0.62	0.7	0.52	0.1	0.74	0.34	0.1	0.88	1.94
SWGCP_only_5000/SWlin2006.18139.cnf	0.16	0.2	0.08	0.06	0.3	0.22	0.08	0.28	0.28	0.34	0.08	0.32	0.22	0.22	0.08	0.38	0.16	0.08	0.56	1.06
SWGCP_only_5000/SWlin2006.18140.cnf	0.18	0.52	0.06	0.06	0.28	0.28	0.06	0.22	0.36	0.3	0.1	0.4	0.58	0.4	0.08	0.36	0.2	0.08	0.68	0.9
SWGCP_only_5000/SWlin2006.18141.cnf	0.16	0.46	0.08	0.08	0.24	0.22	0.08	0.22	0.32	0.24	0.08	0.42	0.52	0.36	0.06	0.24	0.16	0.08	0.5	0.8
SWGCP_only_5000/SWlin2006.18142.cnf	0.24	0.66	0.08	0.08	0.32	0.34	0.1	0.34	0.06	0.06	0.1	0.32	0.08	0.52	0.1	0.1	0.06	0.1	0.7	1.36
SWGCP_only_5000/SWlin2006.18143.cnf	0.22	0.5	0.08	0.08	0.3	0.3	0.1	0.3	0.36	0.32	0.12	0.48	0.56	0.42	0.08	0.42	0.24	0.1	0.7	1.24
SWGCP_only_5000/SWlin2006.18144.cnf	0.24	0.16	0.12	0.1	0.36	0.4	0.1	0.32	0.2	0.3	0.12	0.58	0.9	0.54	0.1	0.54	0.32	0.12	0.74	1.56
SWGCP_only_5000/SWlin2006.18145.cnf	0.28	0.64	0.1	0.12	0.44	0.36	0.14	0.26	0.54	0.46	0.12	0.68	0.58	0.54	0.1	0.56	0.2	0.12	1.24	1.82
SWGCP_only_5000/SWlin2006.18146.cnf	0.22	0.54	0.06	0.08	0.28	0.28	0.08	0.26	0.04	0.34	0.1	0.5	0.72	0.08	0.1	0.38	0.2	0.06	0.48	1.0
SWGCP_only_5000/SWlin2006.18147.cnf	0.14	0.02	0.08	0.06	0.1	0.08	0.06	0.2	0.02	0.02	0.08	0.04	0.14	0.3	0.06	0.26	0.02	0.08	0.06	0.66
SWGCP_only_5000/SWlin2006.18148.cnf	0.22	0.46	0.08	0.1	0.34	0.38	0.12	0.3	0.46	0.32	0.12	0.66	0.78	0.46	0.1	0.44	0.26	0.12	0.76	1.6
SWGCP_only_5000/SWlin2006.18149.cnf	0.2	0.2	0.1	0.1	0.14	0.28	0.1	0.3	0.32	0.28	0.1	0.42	0.38	0.44	0.08	0.4	0.24	0.1	0.74	1.12
SWGCP_only_5000/SWlin2006.18150.cnf	0.08	0.02	0.02	0.06	0.0	0.0	0.04	0.02	0.02	0.04	0.06	0.02	0.02	0.02	0.06	0.02	0.02	0.06	0.44	0.6
SWGCP_only_5000/SWlin2006.18151.cnf	0.22	0.38	0.1	0.1	0.36	0.38	0.12	0.32	0.38	0.34	0.12	0.68	0.6	0.48	0.08	0.5	0.22	0.1	0.62	1.68
SWGCP_only_5000/SWlin2006.18152.cnf	0.24	0.92	0.1	0.1	0.38	0.36	0.14	0.38	0.5	0.46	0.14	0.66	0.74	0.62	0.12	0.56	0.32	0.12	0.86	1.84
SWGCP_only_5000/SWlin2006.18153.cnf	0.14	0.42	0.06	0.08	0.24	0.22	0.08	0.22	0.3	0.22	0.08	0.36	0.56	0.34	0.08	0.28	0.18	0.08	0.52	0.74
SWGCP_only_5000/SWlin2006.18154.cnf	0.2	0.46	0.08	0.08	0.04	0.3	0.08	0.24	0.06	0.06	0.12	0.56	0.12	0.06	0.08	0.38	0.06	0.1	0.52	1.08
SWGCP_only_5000/SWlin2006.18155.cnf	0.22	0.28	0.08	0.1	0.38	0.32	0.1	0.34	0.28	0.34	0.1	0.5	0.4	0.34	0.12	0.48	0.2	0.1	0.7	1.64
SWGCP_only_5000/SWlin2006.18156.cnf	0.18	0.4	0.06	0.06	0.26	0.26	0.08	0.24	0.38	0.28	0.1	0.38	0.46	0.4	0.08	0.32	0.2	0.1	0.62	0.84
SWGCP_only_5000/SWlin2006.18157.cnf	0.26	0.7	0.1	0.1	0.46	0.42	0.12	0.4	0.48	0.42	0.14	0.22	1.06	0.76	0.1	0.56	0.28	0.12	0.36	1.9
SWGCP_only_5000/SWlin2006.18158.cnf	0.24	0.54	0.12	0.12	0.32	0.32	0.14	0.32	0.28	0.12	0.12	0.56	0.6	0.64	0.1	0.52	0.18	0.12	0.62	1.52
SWGCP_only_5000/SWlin2006.18159.cnf	0.06	0.26	0.06	0.06	0.22	0.08	0.08	0.12	0.08	0.24	0.06	0.34	0.46	0.32	0.06	0.28	0.18	0.06	0.5	0.68
SWGCP_only_5000/SWlin2006.18160.cnf	0.24	0.76	0.08	0.1	0.36	0.38	0.12	0.34	0.46	0.36	0.14	0.48	0.52	0.52	0.12	0.42	0.28	0.12	1.08	1.6
SWGCP_only_5000/SWlin2006.18161.cnf	0.2	0.32	0.1	0.12	0.46	0.44	0.14	0.42	0.28	0.44	0.14	0.62	0.36	0.3	0.12	0.54	0.2	0.14	0.94	1.96
SWGCP_only_5000/SWlin2006.18162.cnf	0.02	0.02	0.06	0.08	0.26	0.24	0.06	0.16	0.0	0.22	0.1	0.4	0.02	0.12	0.08	0.1	0.1	0.08	0.42	0.82
SWGCP_only_5000/SWlin2006.18163.cnf	0.22	0.08	0.08	0.06	0.4	0.38	0.1	0.28	0.52	0.2	0.12	0.56	0.8	0.48	0.08	0.44	0.26	0.1	0.62	1.32
SWGCP_only_5000/SWlin2006.18164.cnf	0.28	0.08	0.1	0.1	0.4	0.5	0.14	0.24	0.52	0.44	0.14	0.36	0.72	0.58	0.12	0.48	0.34	0.08	1.0	1.86
SWGCP_only_5000/SWlin2006.18165.cnf	0.06	0.64	0.08	0.1	0.3	0.34	0.12	0.26	0.04	0.34	0.1	0.14	0.74	0.42	0.1	0.38	0.2	0.08	0.78	1.12
SWGCP_only_5000/SWlin2006.18166.cnf	0.06	0.02	0.08	0.06	0.26	0.26	0.1	0.24	0.0	0.12	0.08	0.44	0.06	0.02	0.08	0.26	0.06	0.08	0.2	0.82
